AL,ANONYMOUS_1,CA,S,V40,FE,U4,PQINDEX,U6,B,ZN,P,CU,U14,BA,U20,MG,SI,U25,U50,Y_LABEL
1,1384,3,1009,44.2,2,13158.0,20,6221.0,172,628,420,6,246.0,0,28.0,0,0,8.0,0.0,0
1,2854,71,1507,45.6,6,3040.0,5,60.0,2,575,370,6,9.0,0,4.0,2,0,2.0,0.0,0
1,2771,53,2303,45.9,10,14082.0,21,449.0,2,733,512,21,9.0,0,2.0,3,2,2.0,0.0,0
1,1359,161,3440,67.1,7,6686.0,25,1186.0,22,329,267,3,75.0,0,18.0,0,2,15.0,8.0,0
2,5947,29,10280,62.9,19,24461.0,46,15293.0,2,106,94,8,878.0,0,183.0,0,2,63.0,26.0,0
5,2421,2073,1033,44.6,3,19036.0,36,6292.0,100,664,471,113,285.0,0,48.0,0,1,16.0,0.0,0
175,7723,329,6340,68.5,9,25828.0,18,7180.0,15,363,286,4,148.0,0,18.0,0,5,10.0,6.0,1
0,2492,4,5600,62.4,9,1748.0,14,292.0,202,398,298,1,35.0,0,11.0,1,2,10.0,0.0,0
267,3123,60,1427,45.4,143,19999.0,15,7505.0,166,617,460,235,363.0,2,110.0,1,4,51.0,0.0,1
1,1000,2611,1286,44.1,36,24717.0,5,478.0,9,611,510,189,5.0,0,1.0,37,1,1.0,0.0,0
6,1180,2576,4494,61.5,75,12754.0,32,655.0,12,352,280,86,10.0,3,3.0,1,3,1.0,0.0,0
0,7330,47,8001,66.9,45,21058.0,5,9305.0,0,249,229,23,382.0,0,34.0,25,0,9.0,1.0,0
0,3573,18,5292,60.3,6,17150.0,11,14713.0,28,404,303,9,1137.0,0,224.0,1,25,84.0,3.0,0
6,1649,3326,6419,76.7,10,5087.0,7,111.0,98,1136,915,8,3.0,0,3.0,7,34,1.0,1.0,0
4,2425,75,6522,68.5,5,9308.0,16,271.0,54,80,118,13,8.0,1,6.0,0,0,3.0,3.0,1
0,2451,48,4779,61.9,9,25274.0,7,13177.0,27,263,218,11,1436.0,0,255.0,0,3,107.0,1.0,0
0,1385,123,892,45.3,1,6006.0,5,307.0,0,593,445,9,16.0,0,6.0,2,1,5.0,1.0,0
0,1342,138,1723,47.2,6,38900.0,11,18748.0,22,655,439,12,192.0,0,30.0,2,0,23.0,17.0,0
2,1765,11,1410,43.4,44,12061.0,7,263.0,2,713,496,228,4.0,1,1.0,1,1,0.0,0.0,0
2,7415,3490,6751,68.9,8,5541.0,11,3721.0,13,388,314,1,310.0,0,97.0,3,0,59.0,46.0,0
0,3127,43,4944,67.4,12,36580.0,150,18686.0,4,367,297,7,1989.0,0,84.0,1,1,34.0,2.0,0
2,1199,2253,6105,72.1,4,29332.0,5,4081.0,3,27,101,5,41.0,2,6.0,0,0,6.0,5.0,0
1,1371,29,1432,46.0,3,6444.0,0,4124.0,3,648,439,3,306.0,0,69.0,2,0,33.0,33.0,0
0,2607,207,1368,45.3,1,2747.0,5,203.0,3,670,605,26,15.0,0,9.0,0,0,5.0,4.0,0
2,1713,7,1697,44.8,5,21632.0,21,652.0,11,682,451,20,22.0,0,1.0,4,3,0.0,0.0,0
2,1382,2852,1346,43.9,6,2798.0,1,568.0,10,720,451,1,12.0,0,2.0,2,2,1.0,0.0,0
2,1000,16,5982,70.8,5,12217.0,17,4629.0,0,30,56,2,205.0,0,48.0,2,1,27.0,14.0,0
2,1000,34,5271,56.4,14,37701.0,66,11156.0,0,430,289,6,33.0,0,4.0,2,1,3.0,1.0,0
0,2400,30,1489,59.7,6,2758.0,22,425.0,3,463,333,7,29.0,0,5.0,4,16,2.0,2.0,0
0,2071,45,6430,70.8,4,20936.0,12,10965.0,2,217,178,6,974.0,1,280.0,1,0,246.0,0.0,0
2,3795,516,2712,47.6,2,14880.0,5,828.0,25,460,406,29,47.0,0,12.0,2,2,8.0,1.0,0
1,1697,122,10520,67.4,4,18612.0,33,9469.0,18,48,69,3,372.0,0,118.0,1,2,41.0,0.0,0
4,1140,3251,8333,57.7,14,3945.0,8,202.0,425,590,482,3,4.0,0,2.0,39,1,1.0,1.0,0
4,7554,3294,2013,47.9,4,579.0,13,138.0,4,660,419,6,5.0,0,2.0,3,6,1.0,0.0,0
0,2087,122,1011,44.5,2,19400.0,26,12439.0,18,634,424,3,1575.0,0,372.0,2,0,318.0,20.0,0
19,1672,64,5658,59.3,147,21261.0,44,16323.0,2,385,322,76,484.0,1,95.0,0,11,19.0,0.0,1
3,1359,3280,1348,45.5,176,27771.0,45,23794.0,85,667,470,405,1927.0,5,203.0,3,4,73.0,4.0,0
0,1361,78,7415,72.0,7,28015.0,6,4517.0,6,70,151,3,130.0,0,39.0,0,2,23.0,2.0,0
1,2008,3593,1316,43.2,2,21071.0,5,304.0,19,679,567,7,15.0,0,1.0,0,3,0.0,0.0,0
5,4149,59,5920,61.6,7,29476.0,8,3871.0,0,321,322,25,46.0,0,5.0,8,5,3.0,2.0,0
9,1571,2813,4798,62.0,4,25970.0,27,6227.0,214,184,163,17,314.0,0,52.0,1,4,45.0,0.0,0
6,2137,3190,1139,44.4,2,356.0,4,56.0,111,719,470,1,2.0,0,2.0,2,0,1.0,1.0,0
1,1692,2909,5638,55.7,46,34490.0,18,11464.0,103,452,343,124,331.0,0,66.0,0,4,8.0,0.0,0
0,56788,23,7220,62.1,6,12327.0,7,3866.0,152,319,246,6,151.0,0,50.0,0,0,28.0,0.0,0
4,3378,2818,8989,45.6,83,10459.0,37,2277.0,191,460,368,116,79.0,0,26.0,0,1,9.0,0.0,0
8,3392,3954,1087,45.5,2,1567.0,7,416.0,362,616,540,30,21.0,0,5.0,0,0,4.0,2.0,0
0,1744,10,1055,44.1,3,13786.0,7,1776.0,169,617,397,4,30.0,0,1.0,0,3,0.0,0.0,0
2,4306,107,2332,48.6,8,19694.0,18,16726.0,3,468,329,12,1692.0,0,397.0,0,2,179.0,120.0,0
2,7160,3151,7114,69.3,20,2324.0,10,212.0,17,251,204,12,14.0,0,3.0,9,0,3.0,0.0,0
0,4475,15,1190,44.3,13,41590.0,33,27702.0,0,670,399,35,159.0,0,20.0,3,8,12.0,8.0,0
3,1209,2716,2177,47.9,26,16592.0,32,707.0,2,591,420,107,9.0,3,1.0,1,1,0.0,0.0,0
13,3464,9,1025,45.2,4,35581.0,31,8011.0,0,542,393,10,40.0,0,7.0,0,0,4.0,1.0,1
0,6648,3159,1268,45.5,5,973.0,16,351.0,109,724,492,12,18.0,0,5.0,4,7,2.0,1.0,0
3,2843,200,4233,111.3,2,8234.0,5,760.0,2,1041,956,0,25.0,0,4.0,12,4,3.0,1.0,0
4,1357,2448,4479,38.0,9,32806.0,29,14817.0,92,337,472,280,5446.0,0,2547.0,2,7,998.0,0.0,0
9,2228,3367,4973,56.8,2,5165.0,16,1776.0,154,528,378,6,75.0,0,9.0,0,0,3.0,2.0,0
3,1522,2100,1108,58.0,7,16813.0,8,489.0,3,491,357,5,52.0,0,16.0,1,6,12.0,0.0,0
3,2024,2406,1237,46.6,1,4271.0,16,173.0,84,737,456,15,6.0,0,2.0,2,1,0.0,0.0,0
2,2357,165,3293,51.2,5,36666.0,2,847.0,5,552,434,164,28.0,2,2.0,5,2,2.0,0.0,0
1,2439,26,1218,44.0,143,1858.0,42,368.0,2,652,486,339,31.0,0,6.0,2,2,5.0,2.0,0
2,4143,4393,1011,45.1,2,8529.0,8,1519.0,116,719,549,23,41.0,0,13.0,2,0,9.0,1.0,0
4,1350,2807,8886,69.6,8,3631.0,8,317.0,179,269,219,8,27.0,0,4.0,0,0,3.0,2.0,0
3,1211,3121,5247,51.0,98,17896.0,22,783.0,7,231,226,62,17.0,5,3.0,0,0,2.0,0.0,0
3,1189,2225,1205,47.4,20,34523.0,25,4315.0,2,690,423,14,121.0,1,18.0,4,28,3.0,2.0,0
0,3361,136,1139,45.4,0,1758.0,8,302.0,0,654,428,73,27.0,0,9.0,2,0,4.0,0.0,0
1,1777,499,1187,44.7,3,24828.0,15,1086.0,13,576,417,172,47.0,1,3.0,6,2,2.0,0.0,0
2,2383,3341,1282,44.4,2,34986.0,5,3430.0,1,713,485,24,49.0,0,11.0,1,2,8.0,6.0,0
3,1374,18,1241,43.8,56,15941.0,14,2581.0,3,569,479,183,113.0,3,12.0,1,1,6.0,0.0,1
3,2127,114,1565,44.9,2,4868.0,17,1679.0,13,844,536,5,75.0,0,11.0,0,2,2.0,2.0,0
5,2941,3106,1175,44.9,2,801.0,7,141.0,125,673,446,10,14.0,0,8.0,0,0,6.0,3.0,0
5,4525,54,6261,61.8,8,31983.0,6,1443.0,0,326,345,22,25.0,0,5.0,9,6,3.0,1.0,0
1,4381,12,24700,172.6,39,214809.0,48,61142.0,2,25,1976,0,591.0,0,75.0,0,18,57.0,5.0,0
1,1312,146,2286,45.1,11,17368.0,6,2948.0,18,830,531,50,99.0,0,7.0,4,6,3.0,0.0,0
4,5447,3274,5018,65.4,5,2153.0,5,1002.0,9,140,154,41,54.0,0,15.0,3,10,7.0,7.0,0
0,5571,21,1931,48.0,1,6760.0,6,3544.0,2,452,330,1,221.0,0,27.0,0,0,10.0,3.0,0
3,2285,2695,1174,43.7,104,11455.0,14,751.0,1,573,412,229,42.0,1,8.0,2,1,4.0,0.0,0
96,1713,38,1084,36.9,11,40433.0,63,24120.0,2,642,446,13,5509.0,2,1482.0,3,10,650.0,301.0,1
0,1000,37,859,43.9,2,13236.0,12,5939.0,170,565,398,4,269.0,0,30.0,0,0,14.0,0.0,0
0,1723,16,1188,43.9,2,357798.0,40,207278.0,161,658,424,7,8273.0,0,506.0,1,0,145.0,20.0,0
2,1739,14,1192,43.4,2,20224.0,9,1784.0,2,696,476,105,86.0,6,33.0,1,1,10.0,0.0,0
3,1509,2417,1130,42.7,1,1826.0,13,182.0,94,659,480,218,26.0,0,5.0,1,0,1.0,0.0,0
0,2033,127,1090,44.2,0,5114.0,5,1242.0,0,629,518,17,67.0,0,24.0,0,2,13.0,3.0,0
5,1327,2968,5156,38.9,13,46477.0,16,17169.0,97,1049,954,664,3239.0,1,865.0,22,22,469.0,0.0,0
3,3726,58,5375,60.3,5,15412.0,6,606.0,0,280,332,39,27.0,0,9.0,4,4,6.0,1.0,0
1,7723,920,1321,44.5,3,4065.0,2,400.0,109,679,444,6,73.0,0,24.0,2,1,23.0,1.0,0
1,2778,7,1504,45.2,2,506.0,7,137.0,0,634,422,9,4.0,0,0.0,3,0,0.0,0.0,0
7,1718,2663,2328,48.3,79,20912.0,6,17207.0,197,587,430,194,719.0,0,125.0,0,11,32.0,0.0,0
5,4106,3164,2909,56.5,10,2201.0,17,625.0,141,481,350,4,56.0,0,15.0,0,2,10.0,2.0,0
5,1233,2778,7264,69.3,20,20266.0,26,7986.0,10,291,255,5,865.0,2,225.0,7,0,170.0,14.0,0
13,4698,3040,3930,46.2,81,34924.0,12,15569.0,193,660,564,175,546.0,0,64.0,5,2,38.0,2.0,0
661,3811,84,6659,65.9,8,4639.0,15,555.0,127,497,418,105,45.0,3,12.0,2,2,6.0,0.0,1
3,1158,2077,6906,54.8,7,25485.0,21,4551.0,2,523,390,7,103.0,1,14.0,0,3,5.0,0.0,0
1,4516,14,6458,63.2,16,21242.0,40,15070.0,2,331,275,20,2831.0,0,1221.0,1,4,682.0,3.0,0
5,1438,4066,2725,48.7,23,35517.0,42,10872.0,473,384,285,4,2038.0,0,66.0,2,100,25.0,14.0,0
3,1664,3121,2903,54.2,3,12958.0,9,522.0,74,570,405,110,46.0,2,7.0,0,0,3.0,0.0,0
0,1576,281,6234,61.9,7,6390.0,0,2341.0,37,441,329,6,144.0,0,33.0,3,1,22.0,18.0,0
3,4192,72,7282,69.8,13,17261.0,6,2065.0,6,386,314,2,50.0,0,12.0,2,2,5.0,4.0,0
0,5318,102,9941,68.0,11,9208.0,21,600.0,14,347,264,2,12.0,0,2.0,7,3,1.0,0.0,0
2,1364,3276,1832,46.0,2,7237.0,6,866.0,95,651,460,199,41.0,5,9.0,2,1,5.0,2.0,0
2,5044,2058,7801,66.2,9,10857.0,21,1385.0,122,316,237,2,32.0,0,6.0,0,0,6.0,3.0,0
3,2087,3570,1131,45.8,2,1450.0,5,360.0,9,674,528,11,29.0,0,12.0,0,1,10.0,8.0,0
11,2417,42,3840,57.9,9,2259.0,14,741.0,105,504,346,56,50.0,0,8.0,1,3,3.0,3.0,0
2,4643,143,1687,64.0,3,10360.0,5,1353.0,3,106,140,15,29.0,0,8.0,2,3,3.0,3.0,0
4,1364,2468,6184,66.2,3,6937.0,6,5678.0,5,410,346,83,311.0,3,145.0,0,2,28.0,0.0,0
6,1724,195,7289,69.4,5,2064.0,15,272.0,178,274,226,0,20.0,0,5.0,0,0,4.0,0.0,0
4,1355,3686,5093,53.5,99,27153.0,30,21828.0,142,424,342,160,651.0,0,167.0,1,4,38.0,0.0,0
78,3714,185,8924,66.8,6,11782.0,3,391.0,149,308,247,5,21.0,0,20.0,0,1,11.0,2.0,1
0,1728,8,3076,45.8,13,3774.0,10,221.0,0,534,340,12,3.0,1,1.0,2,4,0.0,0.0,0
0,4516,39,8911,69.4,4,33572.0,51,3586.0,0,31,60,2,52.0,0,4.0,0,0,1.0,0.0,0
16,1662,442,1367,45.4,1,1016.0,0,236.0,55,636,427,6,10.0,2,3.0,1,0,1.0,1.0,0
1,2811,2533,2551,46.9,6,12505.0,15,2174.0,15,571,404,10,80.0,0,8.0,3,11,6.0,0.0,1
6,4649,3452,6035,65.5,8,15070.0,5,5777.0,2,125,150,43,98.0,0,8.0,2,12,3.0,1.0,0
1,1658,4,1056,43.9,48,5921.0,4,1042.0,1,632,445,156,20.0,0,5.0,0,1,5.0,2.0,0
2,3755,16,7244,69.3,36,51869.0,265,16367.0,133,208,182,17,5998.0,0,1763.0,0,0,725.0,14.0,0
4,3490,3176,4163,66.3,4,631.0,5,234.0,517,307,267,3,19.0,0,6.0,2,1,6.0,3.0,0
0,8158,7,6398,56.8,5,8030.0,9,1931.0,1,475,365,2,58.0,0,3.0,2,1,3.0,0.0,0
7,2054,3065,1145,43.9,32,1807.0,15,124.0,2,614,506,183,6.0,0,0.0,1,1,0.0,0.0,0
0,3259,92,6523,69.0,9,12963.0,5,698.0,3,96,116,26,17.0,0,4.0,1,21,3.0,2.0,0
0,1716,138,6493,68.0,163,3638.0,62,899.0,11,58,89,7,32.0,0,5.0,12,18,4.0,2.0,0
2,3639,39,1543,54.9,2,9355.0,5,1891.0,0,245,220,26,36.0,0,17.0,2,3,9.0,2.0,0
3,4057,2488,7640,52.2,8,4354.0,13,1498.0,3,692,486,2,55.0,0,9.0,4,0,5.0,4.0,0
0,3819,22,6252,71.7,4,3369.0,4,838.0,7,260,214,1,45.0,0,9.0,1,0,4.0,0.0,0
0,1454,153,1237,44.4,6,18248.0,12,545.0,21,741,460,8,3.0,0,0.0,4,12,0.0,0.0,0
0,2195,29,3639,53.6,6,13225.0,5,307.0,3,249,240,5,7.0,0,5.0,0,9,2.0,0.0,0
5,1354,3162,1430,44.2,5,8679.0,5,4525.0,137,686,462,6,186.0,0,24.0,2,3,18.0,1.0,0
0,5616,3593,5892,76.7,7,10546.0,8,2270.0,121,950,804,7,40.0,0,4.0,5,30,2.0,1.0,0
2,5508,2860,1201,45.3,2,4436.0,14,269.0,488,623,459,117,26.0,0,9.0,1,1,6.0,0.0,0
1,2438,6,2976,53.3,6,28272.0,7,4732.0,0,902,656,5,101.0,0,31.0,9,2,28.0,2.0,0
1,4514,84,8656,64.5,4,6995.0,5,748.0,5,309,336,12,10.0,0,9.0,8,4,4.0,1.0,0
104,3174,1457,6080,68.5,2,5954.0,6,934.0,17,205,177,2,33.0,2,5.0,0,0,3.0,0.0,1
2,2202,3187,1795,45.8,81,29920.0,15,2914.0,4,632,467,294,38.0,1,7.0,3,4,3.0,0.0,0
7,1186,307,5842,37.7,6,17750.0,10,3522.0,61,1045,949,466,217.0,0,54.0,22,11,45.0,8.0,0
5,1179,3444,1557,44.7,18,50005.0,84,27350.0,1,633,460,8,1764.0,3,89.0,4,4,16.0,5.0,0
2,1506,2626,3764,48.6,8,1349.0,6,101.0,90,633,427,36,9.0,2,4.0,1,2,1.0,1.0,0
4,1347,3098,1456,46.9,6,4649.0,34,290.0,151,768,479,9,14.0,0,2.0,3,3,1.0,0.0,0
0,3044,100,2117,45.6,5,4849.0,27,1458.0,2,746,479,8,24.0,0,3.0,2,5,1.0,1.0,0
9,1434,2670,6703,71.4,5,12511.0,10,1285.0,199,334,272,5,29.0,0,4.0,2,3,2.0,2.0,0
6,2375,2872,3675,62.4,4,2326.0,5,808.0,98,408,339,2,45.0,0,8.0,4,5,4.0,3.0,0
4,1364,2,7643,66.1,4,3429.0,3,1206.0,115,458,327,0,50.0,2,12.0,1,2,6.0,0.0,0
0,1344,84,4750,45.6,27,45781.0,42,26606.0,152,202,176,3,1736.0,1,146.0,6,4,77.0,63.0,0
6,2737,3349,8007,68.5,6,45355.0,46,1481.0,151,309,241,2,9.0,0,2.0,0,2,1.0,0.0,0
0,1350,173,1352,46.1,2,832.0,5,205.0,13,729,574,13,20.0,0,8.0,2,2,6.0,4.0,0
2,3810,76,5297,44.7,12,23337.0,20,1099.0,14,232,182,2,36.0,0,6.0,2,2,2.0,0.0,0
0,4514,2953,1470,44.7,3,6789.0,13,2991.0,95,643,433,6,244.0,0,41.0,3,1,22.0,2.0,0
2,4136,75,3101,49.0,0,10776.0,5,155.0,129,344,290,3,5.0,0,5.0,1,1,4.0,0.0,1
2,1714,3009,1125,43.7,3,5828.0,15,857.0,130,710,488,246,41.0,0,10.0,2,1,5.0,0.0,0
0,5563,25,4535,50.3,7,13308.0,4,7027.0,0,526,344,8,547.0,0,86.0,2,8,57.0,7.0,0
2,1163,2603,6925,57.8,131,3902.0,46,743.0,8,296,250,110,39.0,2,19.0,0,5,6.0,0.0,0
0,2417,102,1157,44.5,18,5478.0,9,1975.0,34,729,522,130,25.0,0,6.0,1,0,2.0,0.0,0
12,1364,19,1084,43.9,75,16031.0,18,800.0,3,570,415,181,50.0,2,4.0,2,3,4.0,0.0,1
2,1715,88,1530,45.4,2,14036.0,11,7531.0,10,657,462,17,238.0,0,50.0,3,4,32.0,1.0,0
0,2581,128,1231,44.1,3,8498.0,5,945.0,3,625,441,128,56.0,0,18.0,6,7,12.0,1.0,0
1,2400,159,1239,44.4,9,4585.0,13,507.0,10,714,449,9,5.0,0,3.0,5,2,1.0,0.0,0
1,1527,7,2214,48.2,7,30278.0,30,2167.0,1,612,386,17,19.0,0,4.0,2,1,2.0,2.0,0
7,6180,3258,5955,52.8,7,28973.0,12,5863.0,311,274,222,10,264.0,0,88.0,1,4,34.0,0.0,0
1,5298,11,2134,57.0,4,2943.0,21,324.0,6,468,338,12,14.0,0,5.0,2,4,4.0,4.0,1
3,3498,2754,9282,65.8,11,11748.0,15,3509.0,101,217,165,5,114.0,0,11.0,0,1,9.0,1.0,0
2,1478,3439,8083,56.7,2,481.0,8,131.0,113,286,233,0,6.0,4,4.0,2,0,2.0,2.0,0
3,2050,100,2806,50.5,2,30495.0,63,13095.0,8,243,206,2,113.0,0,7.0,31,0,4.0,1.0,0
2,1749,3,2052,45.8,10,2182.0,16,842.0,1,686,469,5,23.0,0,2.0,2,2,1.0,1.0,0
9,4568,2894,8364,42.9,10,28211.0,9,2464.0,7,1126,933,8,14.0,0,7.0,67,11,4.0,4.0,0
5,3093,3404,9344,67.1,5,3469.0,14,937.0,143,238,186,1,19.0,0,4.0,6,1,3.0,3.0,0
2,4895,20,1272,52.7,2,774.0,5,470.0,3,578,463,17,84.0,2,38.0,0,4,24.0,16.0,1
0,2498,23,2204,47.8,2,6110.0,5,2165.0,3,642,465,8,120.0,0,42.0,3,0,35.0,0.0,0
11,2834,3242,10580,65.1,115,26180.0,50,13948.0,219,225,209,22,170.0,0,27.0,0,3,5.0,0.0,0
7,4514,73,4051,57.3,13,27422.0,15,2348.0,0,297,233,35,49.0,0,7.0,3,29,5.0,3.0,0
1,2058,83,1213,44.8,4,14173.0,11,1875.0,11,722,487,193,204.0,0,67.0,5,7,41.0,0.0,0
0,5575,247,5855,55.5,20,48028.0,157,8133.0,219,366,279,5,65.0,0,13.0,2,8,6.0,1.0,0
14,2857,3204,1121,54.9,5,33652.0,12,8719.0,117,535,374,6,98.0,0,9.0,0,2,8.0,1.0,0
6,1382,2505,1112,44.2,7,12968.0,2,1304.0,10,621,454,145,24.0,2,2.0,0,1,0.0,0.0,0
7,2439,31,2021,48.1,4,31758.0,5,6045.0,2,571,392,10,84.0,0,18.0,0,0,11.0,10.0,0
0,1869,57,1646,45.4,3,22496.0,46,2874.0,128,625,407,6,79.0,0,22.0,2,0,19.0,0.0,0
389,2212,213,5158,47.1,7,38562.0,15,24450.0,7,356,277,3,2523.0,5,157.0,0,5,97.0,9.0,1
5,8584,122,1627,52.6,3,10413.0,6,308.0,3,626,399,5,5.0,0,2.0,2,0,1.0,0.0,0
3,2918,3725,5637,53.8,172,20873.0,82,12636.0,25,513,406,178,591.0,0,221.0,1,3,95.0,0.0,0
0,2423,163,1027,44.5,4,11184.0,13,738.0,17,686,462,6,25.0,0,10.0,2,1,10.0,0.0,0
2,3526,93,4947,60.9,4,21887.0,5,1490.0,9,280,252,45,41.0,0,38.0,4,4,27.0,22.0,0
0,2624,17,1214,45.4,6,3126.0,28,100.0,8,709,454,13,4.0,0,2.0,5,14,1.0,1.0,0
1,1366,3513,2493,48.8,6,5744.0,7,882.0,126,585,317,9,21.0,0,3.0,0,1,2.0,1.0,0
3,1138,2748,4709,61.3,5,3099.0,6,57.0,11,144,182,7,4.0,3,2.0,0,9,1.0,0.0,0
0,1778,431,2893,52.2,5,28621.0,4,3372.0,90,624,454,106,41.0,0,7.0,3,2,4.0,2.0,0
2,6812,4605,2906,64.2,10,48248.0,58,9960.0,308,745,596,3,20.0,0,4.0,4,3,1.0,0.0,0
2,2705,43,8509,63.1,2,1892.0,17,198.0,20,77,65,5,5.0,0,2.0,5,0,2.0,1.0,0
2,2765,45,1419,45.2,13,31005.0,18,2135.0,0,783,544,18,48.0,0,5.0,5,33,5.0,0.0,0
154,2030,36,9821,68.7,12,15391.0,22,680.0,163,340,281,0,53.0,2,46.0,3,3,25.0,2.0,1
3,6819,3159,5254,56.6,5,28591.0,27,18898.0,2,163,135,21,848.0,0,231.0,4,2,228.0,171.0,0
2,2400,3173,1454,47.8,2,22996.0,5,1245.0,62,700,476,2,51.0,0,28.0,2,0,21.0,1.0,0
0,1342,3417,5672,49.8,8,5160.0,11,1810.0,8,808,626,3,104.0,0,33.0,11,1,20.0,14.0,0
0,2226,165,4767,43.9,3,11655.0,11,630.0,20,401,305,2,24.0,0,5.0,0,2,5.0,3.0,0
0,1704,189,2275,46.2,9,1211.0,9,147.0,139,615,430,21,9.0,1,5.0,8,4,3.0,2.0,0
6,2271,2898,6924,68.5,4,10909.0,16,1640.0,136,257,210,3,39.0,0,14.0,3,0,6.0,0.0,0
0,1342,137,1714,45.5,7,32312.0,38,16524.0,20,613,435,140,571.0,1,79.0,2,10,27.0,0.0,0
0,2400,173,1167,44.8,8,3321.0,7,529.0,16,688,437,11,32.0,0,19.0,7,18,15.0,13.0,0
3,7789,44,3255,57.3,16,27627.0,13,7823.0,4,511,412,91,450.0,0,48.0,8,5,26.0,1.0,0
3,1972,3076,867,43.7,2,2783.0,6,610.0,119,409,293,1,76.0,0,27.0,0,2,19.0,16.0,0
0,8350,127,7415,64.8,10,20383.0,19,4117.0,3,136,127,5,71.0,0,9.0,1,0,3.0,2.0,0
0,1395,8,4381,57.4,8,26519.0,17,9019.0,0,554,374,64,398.0,1,58.0,2,4,37.0,0.0,0
0,4265,6,8990,67.7,6,21374.0,12,4326.0,1,355,299,8,270.0,0,63.0,5,4,28.0,0.0,0
3,5809,3347,6910,54.2,6,11020.0,17,843.0,0,166,146,2,37.0,0,10.0,0,2,7.0,0.0,0
1,1699,3206,1388,46.6,2,13861.0,5,1065.0,8,637,417,3,39.0,0,3.0,0,0,2.0,0.0,0
1,2244,141,3421,47.6,1,13946.0,1,6668.0,15,690,452,137,350.0,1,48.0,0,0,6.0,0.0,1
3,2079,3287,1103,44.6,3,3106.0,6,418.0,458,714,475,12,26.0,0,14.0,1,1,11.0,3.0,0
1,1791,111,10090,67.1,8,23190.0,16,6151.0,15,317,260,5,322.0,0,61.0,0,2,60.0,3.0,0
1,1532,3041,1347,73.8,5,32545.0,9,20182.0,5,459,342,2,387.0,2,82.0,0,0,53.0,37.0,0
2,13334,3262,7264,69.4,6,27001.0,33,12039.0,5,57,88,3,266.0,0,77.0,0,1,52.0,0.0,0
25,2642,3425,2775,59.4,3,2040.0,10,293.0,404,338,284,2,7.0,1,1.0,2,0,1.0,0.0,1
2,5161,3142,2681,51.4,20,27486.0,22,21446.0,17,574,428,91,686.0,0,75.0,1,4,35.0,2.0,0
0,5699,3283,1095,46.3,2,2528.0,7,457.0,107,661,521,42,32.0,0,11.0,0,0,6.0,5.0,0
0,8336,14,7457,63.0,29,233027.0,54,82530.0,1,355,296,5,140.0,0,46.0,0,3,36.0,0.0,0
6,1353,3238,5522,63.3,57,7642.0,31,1840.0,100,238,205,45,45.0,1,16.0,1,5,5.0,0.0,0
5,4257,2451,1237,44.4,3,2603.0,6,1666.0,6,638,418,5,324.0,0,111.0,4,0,87.0,11.0,0
4,1333,2801,2409,45.6,50,129308.0,63,13009.0,2,373,325,21,141.0,1,36.0,2,1,17.0,0.0,0
0,2087,14,4255,54.2,13,5243.0,14,538.0,0,535,383,5,13.0,0,9.0,5,4,3.0,0.0,0
2,4836,208,4857,54.3,4,1825.0,6,264.0,32,400,246,4,22.0,1,4.0,4,2,3.0,0.0,0
2,1549,3406,7203,53.1,5,35840.0,13,820.0,100,496,405,127,23.0,8,3.0,17,1,1.0,0.0,0
2,1525,3096,6837,70.5,4,5463.0,7,696.0,0,304,244,0,59.0,0,20.0,0,0,10.0,0.0,0
1,1988,30,1345,44.3,1,11717.0,14,5003.0,65,662,476,146,318.0,1,181.0,0,0,112.0,0.0,0
0,4976,22,3113,65.4,24,11070.0,20,3253.0,4,144,126,21,196.0,0,39.0,1,3,18.0,0.0,0
2,7309,63,10780,63.6,5,6270.0,10,1079.0,0,70,59,7,26.0,0,7.0,5,0,4.0,3.0,0
3,4603,3110,1288,44.2,4,2833.0,5,385.0,14,713,482,7,8.0,0,2.0,1,1,2.0,1.0,0
0,1357,23,3268,47.0,12,7624.0,2,1095.0,17,592,425,9,42.0,0,15.0,2,5,4.0,0.0,0
0,7040,91,1349,45.7,13,33080.0,12,9846.0,1,621,424,144,323.0,0,18.0,2,1,10.0,9.0,0
0,1784,19,4359,49.4,4,7719.0,14,4617.0,162,506,371,4,420.0,0,27.0,5,3,7.0,0.0,0
1,1345,2441,1103,46.3,1,6829.0,17,2278.0,0,682,454,6,227.0,0,152.0,2,0,117.0,1.0,0
0,1372,137,4097,58.0,9,9439.0,12,624.0,17,283,210,8,6.0,0,1.0,2,3,0.0,0.0,0
3,1878,3123,5360,57.8,9,3027.0,24,1304.0,110,834,646,5,186.0,0,52.0,7,18,25.0,9.0,0
4,1797,3279,4627,59.2,223,34392.0,117,7217.0,13,475,370,150,227.0,0,38.0,2,12,8.0,0.0,0
58,1712,24,2122,49.6,3,29135.0,5,1918.0,0,555,400,8,50.0,0,11.0,1,0,4.0,2.0,1
0,1424,151,1122,44.0,26,18089.0,11,630.0,19,622,462,154,39.0,0,5.0,5,1,4.0,0.0,0
0,3729,26,1457,60.8,6,29656.0,12,7122.0,184,388,302,3,254.0,0,49.0,2,3,20.0,13.0,0
0,2117,254,1863,46.8,6,43643.0,29,30301.0,6,589,424,9,68.0,0,4.0,2,1,1.0,0.0,0
