COMPONENT_ARBITRARY,SAMPLE_TRANSFER_DAY,AG,AL,B,BA,BE,CA,CD,CO,CR,CU,FH2O,FNOX,FOXID,FSO4,FTBN,FE,FUEL,H2O,K,LI,MG,MN,MO,NA,NI,P,PB,PQINDEX,S,SB,SI,SN,SOOTPERCENTAGE,TI,U100,U75,U50,U25,U20,U14,U6,U4,V,V100,V40,ZN,Y_LABEL
COMPONENT1,12,0,6,61,0,0,1307,0.0,0,2,16,17.0,10.0,18.0,25.0,8.5,46,0.0,0.0,4.0,0,18,0,0,3,0,1149,40,6,4570,0,11,0,0.5,0,,,,,,,,,0,15.4,121.4,1412,0
COMPONENT1,4,0,0,18,0,0,135,0.0,0,0,3,16.0,8.0,13.0,21.0,10.7,26,0.0,0.0,4.0,0,355,0,136,2,0,726,0,11,3688,0,6,0,1.1,0,,,,,,,,,0,13.7,105.2,914,0
COMPONENT3,3,0,0,117,0,0,3273,0.0,0,0,11,,,,,,37,,0.0,2.0,0,11,0,0,14,0,982,0,66,5359,0,61,0,,0,,,,,,,,,0,,116.4,1254,0
COMPONENT3,8,0,0,16,0,0,134,0.0,0,0,18,,,,,,27,,0.0,2.0,0,1,0,2,1,1,2287,0,87,26100,0,1,2,,0,,,,,,,,,0,,146.4,36,0
COMPONENT2,2,0,9,188,0,0,2557,0.0,0,0,3,,,,,,7,,0.0,0.0,0,2,0,0,0,0,210,0,9,7942,0,0,0,,0,0.0,0.0,2.0,36.0,60.0,282.0,2966.0,5262.0,0,,68.9,259,0
COMPONENT3,1,0,2,9,0,0,3479,0.0,0,0,13,,,,,,377,,0.0,,0,12,6,13,20,0,1157,1,305,4941,1,45,0,,0,,,,,,,,,0,,106.6,1228,0
COMPONENT1,5,0,0,5,0,0,153,0.0,0,6,2,10.0,7.0,11.0,21.0,8.6,29,0.0,0.0,,0,21,0,0,4,0,914,6,6,3711,0,4,3,1.3,0,,,,,,,,,0,11.8,87.7,1016,0
COMPONENT4,6,0,2,184,0,0,162,,0,0,485,,,,,,14,,0.0,2.0,0,32,0,94,1,0,1117,1,20,9078,1,6,0,,0,,,,,,,,,0,,75.7,1263,0
COMPONENT1,13,0,2,0,2,0,3459,0.0,0,1,2,19.0,6.0,11.0,19.0,8.8,13,0.0,0.0,18.0,0,16,1,46,2,0,1016,1,69,11330,0,9,0,0.2,0,,,,,,,,,0,13.6,100.0,1182,0
COMPONENT1,7,0,3,15,0,0,3171,0.0,0,4,8,13.0,8.0,13.0,21.0,10.2,26,0.0,0.0,4.0,0,371,1,144,3,0,744,7,8,3241,2,10,3,0.7,0,,,,,,,,,0,14.2,115.5,964,0
COMPONENT3,6,0,0,3,0,0,55,0.0,0,6,4,,,,,,935,,0.3,2.0,0,0,10,56,13,0,2097,0,214,26720,0,11,0,,0,,,,,,,,,0,,143.6,62,0
COMPONENT3,7,0,4,161,0,0,2517,0.0,0,9,2,,,,,,525,,0.0,,0,7,4,1,5,0,216,0,1591,21200,0,105,0,,2,,,,,,,,,0,,97.9,8,0
COMPONENT1,4,0,8,80,1,0,3086,0.0,0,1,4,15.0,8.0,13.0,23.0,9.7,15,0.0,0.0,0.0,0,332,0,128,2,0,823,1,10,4265,0,5,0,1.0,0,,,,,,,,,0,14.9,122.3,938,0
COMPONENT3,1,0,0,3,0,0,1351,0.0,0,11,2,,,,,,747,,0.0,7.0,0,5,8,0,2,3,287,2,902,18240,0,219,0,,5,,,,,,,,,0,,125.2,20,0
COMPONENT3,8,0,7,182,0,0,2542,0.0,0,1,0,,,,,,65,,0.0,1.0,0,14,1,1,1,0,852,0,135,16530,0,3,0,,0,,,,,,,,,0,,124.7,123,0
COMPONENT3,2,0,0,186,0,0,9,0.0,0,0,0,,,,,,85,,0.0,0.0,0,0,0,0,4,0,564,0,180,22080,0,2,0,,0,,,,,,,,,0,,122.6,14,0
COMPONENT1,21,0,3,0,0,0,3029,,0,1,2,15.0,9.0,12.0,22.0,10.8,22,0.0,0.0,8.0,0,31,1,2,0,0,1033,3,14,6674,1,9,1,1.0,0,,,,,,,,,0,14.5,115.0,1269,0
COMPONENT1,4,0,0,2,0,0,58,0.0,0,0,2,7.0,5.0,10.0,19.0,8.7,15,0.0,0.0,,0,17,0,1,2,0,1128,1,9,5070,0,2,0,0.2,0,,,,,,,,,0,12.0,87.4,1202,0
COMPONENT3,13,0,1,0,0,0,75,0.0,0,4,0,,,,,,76,,0.0,0.0,0,0,0,0,2,0,973,0,1158,19010,0,6,0,,0,,,,,,,,,0,,125.9,16,0
COMPONENT3,2,0,1,123,0,0,3100,0.0,0,0,12,,,,,,38,,0.0,2.0,0,11,0,0,15,0,1054,0,83,4495,0,66,0,,0,,,,,,,,,0,,116.2,1311,0
COMPONENT2,39,0,0,0,2,0,23,0.0,0,0,9,,,,,,15,,0.0,0.0,0,3,0,0,1,0,456,0,6,1048,0,3,0,,0,0.0,0.0,0.0,18.0,65.0,306.0,5093.0,9474.0,0,,44.6,694,0
COMPONENT4,3,0,2,452,0,0,3293,0.0,0,0,3,,,,,,23,,0.0,3.0,0,14,0,164,7,0,1236,0,8,6688,0,6,0,,0,,,,,,,,,0,,74.5,1400,0
COMPONENT3,4,0,2,0,4,0,42,0.0,0,9,1,,,,,,413,,0.0,238.0,0,3,5,2,9,0,267,0,643,7550,0,13,0,,0,,,,,,,,,0,,179.4,82,0
COMPONENT2,8,0,2,3,5,0,52,0.0,0,0,3,,,,,,2,,0.0,0.0,0,33,0,0,0,0,228,0,17,2264,0,1,0,,0,0.0,0.0,10.0,10.0,19.0,106.0,2336.0,13438.0,0,,46.4,253,0
COMPONENT1,2,0,7,1,0,0,3025,,0,2,5,14.0,9.0,17.0,23.0,10.9,30,0.0,0.0,10.0,0,13,1,220,1,0,1021,5,21,4065,2,11,3,0.9,0,,,,,,,,,0,15.0,123.3,1234,0
COMPONENT3,6,0,0,2,0,0,41,0.0,0,4,7,,,,,,732,,0.0,,1,4,6,5,0,1,2327,0,137,30523,2,13,2,,0,,,,,,,,,0,,138.9,109,0
COMPONENT1,8,0,0,3,0,0,23,0.0,0,1,1,14.0,7.0,12.0,20.0,10.0,10,0.0,0.0,3.0,0,393,0,152,3,0,743,0,25,3508,0,5,0,0.8,0,,,,,,,,,0,15.1,124.8,951,0
COMPONENT3,14,0,0,12,0,0,22,0.0,0,8,67,,,,,,625,,0.0,0.0,0,4,8,5,1,3,326,0,280,16730,0,12,0,,0,,,,,,,,,0,,150.4,154,0
COMPONENT1,20,0,1,57,58,0,20,0.0,0,0,0,20.0,9.0,13.0,21.0,9.2,23,0.0,0.0,3.0,0,28,0,4,4,0,1135,2,18,5847,0,7,0,0.9,0,,,,,,,,,0,16.4,144.0,1370,0
COMPONENT3,16,0,2,0,5,0,16,0.0,0,10,3,,,,,,269,,0.0,0.0,0,34,3,8,8,2,1890,0,386,27990,0,37,0,,1,,,,,,,,,0,,131.2,86,0
COMPONENT1,5,0,2,125,0,0,3049,,0,6,2,15.0,10.0,21.0,25.0,10.8,40,0.0,0.0,5.0,0,12,1,348,4,1,1246,4,37,4880,2,21,1,0.6,0,,,,,,,,,0,14.9,116.6,1491,0
COMPONENT3,10,0,0,21,0,0,175,0.0,0,0,19,,,,,,50,,0.0,0.0,0,1,0,0,2,1,2229,0,87,34620,0,2,0,,0,,,,,,,,,0,,168.2,24,0
COMPONENT1,5,0,1,8,0,0,68,0.0,0,0,27,11.0,6.0,8.0,16.0,7.6,22,0.0,0.0,4.0,0,13,2,73,11,0,632,2,13,2843,0,50,1,0.1,0,,,,,,,,,0,12.6,93.3,787,0
COMPONENT3,2,0,0,7,2,0,241,0.0,0,2,4,,,,,,182,,0.0,0.0,0,3,3,4,5,0,2326,0,239,30530,0,9,0,,0,,,,,,,,,0,,183.3,84,0
COMPONENT1,11,0,3,8,2,0,363,0.0,0,0,4,15.0,7.0,13.0,22.0,7.8,23,0.0,0.0,3.0,0,12,0,41,0,0,884,1,13,8388,0,7,0,1.0,0,,,,,,,,,0,12.9,91.4,1012,0
COMPONENT3,8,0,0,157,0,0,1,0.0,0,9,12,,,,,,1070,,0.0,0.0,0,13,13,20,7,1,1128,5,463,8291,0,36,0,,0,,,,,,,,,0,,69.4,1385,0
COMPONENT3,7,0,4,402,0,0,2975,0.0,0,0,3,,,,,,83,,0.0,1.0,0,8,1,2,2,0,1119,1,148,8922,0,10,0,,0,,,,,,,,,0,,55.8,1269,0
COMPONENT1,2,0,15,1,8,0,2206,0.0,0,3,18,11.0,5.0,13.0,19.0,7.7,55,1.0,0.0,6.0,0,12,2,5,3,0,875,0,7,3409,0,13,3,0.7,0,,,,,,,,,0,12.4,79.3,1039,0
COMPONENT2,5,0,6,153,0,0,3449,0.0,0,2,3,,,,,,17,,0.0,0.0,0,0,0,8,0,0,310,0,12,8870,0,3,0,,0,0.0,0.0,0.0,10.0,16.0,70.0,3090.0,52224.0,0,,70.9,354,0
COMPONENT3,5,0,0,11,0,0,114,0.0,0,4,4,,,,,,129,,0.0,,1,4,4,0,0,0,2392,0,3695,25414,1,17,1,,0,,,,,,,,,0,,150.8,28,0
COMPONENT3,1,0,2,141,0,0,3238,0.0,0,3,0,,,,,,398,,0.0,3.0,0,1,5,0,3,2,201,0,1491,17770,1,124,0,,2,,,,,,,,,0,,135.4,21,0
COMPONENT2,2,0,0,21,0,0,135,0.0,0,0,11,,,,,,5,,0.3,0.0,0,2,0,0,1,0,462,2,11,1317,0,2,0,,0,0.0,0.0,0.0,26.0,46.0,70.0,14152.0,66050.0,0,,44.4,708,0
COMPONENT3,1,0,2,43,0,0,3009,0.0,0,0,1,,,,,,44,,0.0,,0,8,0,0,10,0,689,0,42,20200,0,10,0,,0,,,,,,,,,0,,140.9,26,0
COMPONENT3,13,0,5,182,1,0,3329,0.0,0,1,5,,,,,,99,,0.0,,0,3,1,1,0,0,1936,3,466,26697,1,8,1,,0,,,,,,,,,0,,143.4,14,0
COMPONENT2,24,0,1,114,1,0,2993,,0,1,133,,,,,,19,,0.0,1.0,0,1,0,0,0,0,452,2,14,2357,0,0,0,,0,0.0,0.0,1.0,11.0,18.0,,,,0,,46.0,532,0
COMPONENT2,8,0,2,9,1,0,72,,0,0,245,,,,,,93,,0.0,0.0,0,1,1,0,0,0,402,0,30,1976,0,2,0,,0,0.0,0.0,0.0,2.0,11.0,259.0,7262.0,16645.0,0,,46.5,572,0
COMPONENT3,5,0,10,0,0,0,44,0.0,0,6,0,,,,,,467,,0.0,2.0,0,2,5,0,22,0,1401,2,1783,23380,0,30,0,,0,,,,,,,,,0,,184.5,16,0
COMPONENT1,6,0,5,1,1,0,9,0.0,0,4,7,17.0,10.0,14.0,26.0,7.6,59,0.0,0.0,3.0,0,7,2,58,2,0,973,16,16,9515,0,14,2,1.8,0,,,,,,,,,0,15.1,123.7,1141,0
COMPONENT3,6,0,8,39,2,0,3319,0.0,0,4,13,,,,,,739,,0.0,,0,10,7,8,0,1,1102,0,555,8148,0,19,0,,0,,,,,,,,,0,,52.8,1232,0
COMPONENT3,8,0,2,0,0,0,113,0.0,0,0,14,,,,,,73,,0.0,,0,8,4,1,5,0,1039,0,124,6705,2,38,1,,0,,,,,,,,,0,,111.9,1114,0
COMPONENT1,7,0,6,175,0,0,10,0.0,0,3,4,14.0,6.0,11.0,19.0,10.0,24,0.0,0.0,5.0,0,402,1,153,3,0,819,3,3,3405,0,10,5,0.4,0,,,,,,,,,0,14.6,117.7,1017,0
COMPONENT2,10,0,4,7,2,0,58,0.0,0,0,8,,,,,,7,,0.0,2.0,0,2,0,8,0,0,355,0,24,8611,0,5,0,,0,0.0,0.0,6.0,115.0,257.0,1976.0,22036.0,26847.0,0,,71.3,408,0
COMPONENT3,8,0,1,210,0,0,4,0.0,0,10,127,,,,,,770,,0.2,0.0,0,3,11,0,2,4,409,0,992,13390,0,21,0,,0,,,,,,,,,0,,139.1,97,0
COMPONENT1,6,0,6,4,3,0,2478,0.0,0,3,12,10.0,5.0,10.0,17.0,7.7,30,0.0,0.0,10.0,0,14,2,5,8,1,715,6,7,3458,1,9,10,0.3,0,,,,,,,,,0,13.4,98.6,856,0
COMPONENT1,45,0,10,1,0,0,3292,,0,1,2,17.0,11.0,17.0,25.0,11.7,18,0.0,0.0,9.0,0,13,0,206,4,0,1153,2,22,4379,1,9,1,2.1,0,,,,,,,,,0,15.5,124.7,1241,0
COMPONENT1,6,0,10,89,0,0,30,0.0,0,0,3,16.0,9.0,13.0,19.0,8.7,21,0.0,0.0,2.0,0,277,0,2,1,0,1183,5,14,6779,3,5,0,0.4,1,,,,,,,,,0,14.1,103.5,1395,0
COMPONENT3,20,0,0,149,0,0,130,0.0,0,3,0,,,,,,121,,0.0,7.0,0,1,2,2,4,0,917,2,226,19870,2,3,0,,1,,,,,,,,,2,,129.4,36,0
COMPONENT1,3,0,3,2,0,0,77,0.0,0,3,5,15.0,10.0,15.0,25.0,9.7,60,0.0,0.0,1.0,0,12,0,101,2,0,1028,4,10,7616,0,12,2,1.1,0,,,,,,,,,0,14.2,106.5,1294,0
COMPONENT1,8,0,1,14,0,0,17,0.0,0,3,1,14.0,6.0,11.0,18.0,10.0,15,0.0,0.0,11.0,0,461,0,178,3,0,846,1,7,3863,0,8,0,0.3,0,,,,,,,,,0,14.9,125.7,1074,0
COMPONENT3,3,0,20,4,0,0,18,0.0,0,7,0,,,,,,367,,0.0,2.0,0,1,5,0,0,0,155,0,1712,5897,0,7,0,,0,,,,,,,,,0,,133.9,23,0
COMPONENT1,5,0,2,39,0,0,754,0.0,0,0,9,15.0,10.0,20.0,26.0,8.1,22,0.0,0.0,2.0,0,13,0,275,2,0,1185,3,16,5133,0,11,0,1.1,0,,,,,,,,,0,14.0,112.7,1406,0
COMPONENT1,2,0,1,138,0,0,4015,0.0,0,3,4,18.0,8.0,13.0,27.0,7.3,34,0.0,0.0,,0,15,0,32,2,0,905,3,23,4799,0,5,2,3.0,0,,,,,,,,,0,14.9,110.4,869,0
COMPONENT3,28,0,3,20,4,0,2603,0.0,0,8,0,,,,,,101,,0.0,23.0,0,4,1,0,2,0,239,0,208,14520,0,5,0,,0,,,,,,,,,0,,143.6,12,0
COMPONENT2,3,0,27,70,0,0,3097,0.0,0,0,3,,,,,,8,,0.2,1.0,13,0,0,0,0,0,373,2,5,7705,0,4,0,,0,0.0,0.0,15.0,36.0,39.0,130.0,2399.0,30162.0,0,,66.0,416,1
COMPONENT3,1,0,2,1,0,0,2820,0.0,0,9,9,,,,,,365,,0.0,0.0,0,2,5,2,2,1,1053,0,812,17720,1,25,0,,0,,,,,,,,,0,,123.2,17,0
COMPONENT1,7,0,7,219,0,0,2718,0.0,0,1,3,18.0,9.0,14.0,22.0,7.1,11,0.0,0.0,5.0,0,483,0,164,4,0,859,2,17,3687,0,11,0,1.0,0,,,,,,,,,0,14.3,118.4,939,0
COMPONENT3,15,0,0,19,0,0,11,0.0,0,4,0,,,,,,169,,0.0,2.0,0,0,2,0,3,0,1112,0,253,32750,0,27,0,,0,,,,,,,,,0,,147.1,20,0
COMPONENT1,6,0,232,9,3,0,125,0.0,0,1,4,17.0,9.0,14.0,22.0,10.8,25,0.0,0.0,3.0,0,468,0,157,2,0,798,3,13,4459,0,6,1,1.4,0,,,,,,,,,0,13.6,102.9,953,1
COMPONENT2,4,0,13,108,0,0,3647,0.0,0,0,3,,,,,,3,,0.0,0.0,0,2,0,0,0,0,439,0,1,2449,0,0,0,,0,0.0,0.0,0.0,1.0,3.0,15.0,332.0,4009.0,0,,47.0,642,0
COMPONENT1,12,0,2,19,0,0,134,0.0,0,3,13,17.0,9.0,17.0,22.0,9.8,23,0.0,0.0,2.0,0,21,0,241,3,0,1210,3,9,5559,0,8,3,0.6,0,,,,,,,,,0,14.3,118.8,1358,0
COMPONENT3,6,0,2,2,0,0,1976,0.0,0,0,1,,,,,,18,,0.0,2.0,0,7,0,0,0,0,2042,0,14,34030,0,2,0,,0,,,,,,,,,0,,135.4,52,0
COMPONENT1,5,0,1,114,1,0,3078,0.0,0,1,3,10.0,6.0,9.0,18.0,8.0,20,0.0,0.0,2.0,0,11,0,0,3,0,895,1,5,4261,0,5,2,1.1,0,,,,,,,,,0,13.5,97.9,1066,0
COMPONENT2,2,0,0,169,0,0,5,0.0,0,0,8,,,,,,8,,0.0,2.0,0,0,0,1,1,0,167,1,7,6781,0,60,0,,0,0.0,0.0,1.0,13.0,18.0,65.0,1287.0,8675.0,0,,72.9,207,0
COMPONENT4,22,0,5,58,0,0,479,,0,1,245,,,,,,16,,0.0,10.0,0,11,0,0,16,1,982,0,17,4224,1,7,2,,0,,,,,,,,,0,,68.8,1193,0
COMPONENT1,4,0,10,89,0,0,3008,0.0,0,8,2,12.0,9.0,13.0,21.0,7.5,59,0.0,0.0,2.0,0,14,0,13,3,0,983,2,7,4267,0,4,2,1.1,0,,,,,,,,,0,12.2,86.9,1160,0
COMPONENT2,10,0,1,4,0,0,2926,0.0,0,0,6,,,,,,2,,0.0,0.0,0,1,0,0,0,0,443,1,19,1136,0,2,0,,0,0.0,0.0,0.0,1.0,3.0,35.0,2271.0,15156.0,0,,45.2,671,0
COMPONENT3,3,0,0,9,0,0,36,0.0,0,4,8,,,,,,167,,0.0,2.0,0,3,5,0,6,1,436,0,1190,20660,0,19,0,,0,,,,,,,,,0,,128.4,29,0
COMPONENT1,6,0,0,4,1,0,42,0.0,0,3,10,8.0,5.0,8.0,19.0,9.3,52,0.0,0.0,,0,13,1,6,8,0,859,3,27,3669,10,12,11,0.6,0,,,,,,,,,0,12.9,95.1,923,0
COMPONENT2,13,0,5,401,0,0,3627,0.0,0,0,245,,,,,,66,,0.0,1.0,1,1,1,0,1,0,398,2,5,1197,0,2,0,,0,0.0,0.0,0.0,7.0,15.0,74.0,5159.0,16627.0,0,,43.3,571,0
COMPONENT3,4,1,4,3,0,0,2148,0.0,0,20,150,,,,,,1321,,0.3,,0,0,17,2,0,1,268,0,819,10535,0,11,0,,1,,,,,,,,,0,,132.6,87,0
COMPONENT2,8,0,191,5,1,0,179,0.0,0,0,5,,,,,,7,,0.0,0.0,0,0,0,0,0,0,343,0,16,2160,0,1,0,,0,0.0,0.0,50.0,61.0,121.0,925.0,32063.0,33574.0,0,,54.6,483,1
COMPONENT4,3,0,0,0,0,0,152,0.0,0,0,8,,,,,,11,,0.0,2.0,0,7,1,0,26,0,898,0,22,3928,0,2,0,,0,,,,,,,,,0,,62.3,1038,0
COMPONENT1,7,0,2,19,1,0,10,0.0,0,0,2,10.0,6.0,9.0,17.0,6.6,13,0.0,0.0,2.0,0,42,0,93,3,0,853,0,13,7203,0,6,0,0.2,0,,,,,,,,,0,14.0,105.1,1044,1
COMPONENT1,2,0,3,306,0,0,2973,0.0,0,0,0,9.0,6.0,10.0,18.0,8.2,23,0.0,0.0,2.0,0,11,0,0,2,0,861,2,11,4174,0,4,2,0.6,0,,,,,,,,,0,13.6,100.1,1065,0
COMPONENT3,4,0,2,70,0,0,22,0.0,0,0,3,,,,,,59,,0.0,0.0,0,3,2,10,5,0,2158,0,40,28240,1,10,0,,0,,,,,,,,,1,,128.3,186,0
COMPONENT1,5,0,2,1,1,0,39,0.0,0,0,1,17.0,7.0,16.0,21.0,9.8,7,0.0,0.0,7.0,0,30,0,260,0,0,1236,0,3,4527,1,4,0,0.0,0,,,,,,,,,0,13.5,107.0,1436,0
COMPONENT4,5,0,5,100,0,0,3321,0.0,0,0,2,,,,,,17,,0.0,2.0,0,14,0,241,7,0,1247,0,23,5017,0,2,0,,0,,,,,,,,,0,,82.4,1423,0
COMPONENT3,6,0,2,6,0,0,34,0.0,0,0,1,,,,,,7,,0.0,,0,0,0,0,0,0,294,0,14,8266,0,0,0,,0,,,,,,,,,0,,133.0,73,1
COMPONENT3,5,0,0,69,1,0,2261,0.0,0,1,64,,,,,,238,,0.0,3.0,0,6,16,3,2,0,1079,1,192,3638,0,13,4,,0,,,,,,,,,0,,60.8,1334,0
COMPONENT1,91,0,0,2,0,0,20,0.0,0,0,0,32.0,7.0,12.0,16.0,8.1,14,0.0,0.1,2.0,0,256,0,0,3,0,1087,1,2,6175,0,4,1,0.2,0,,,,,,,,,0,13.9,102.1,1304,0
COMPONENT4,5,0,3,95,1,0,2772,0.0,0,3,0,,,,,,54,,0.0,3.0,0,10,0,2,2,0,990,0,5,3573,0,8,0,,0,,,,,,,,,0,,72.8,1115,0
COMPONENT3,10,0,3,189,0,0,278,0.0,0,1,0,,,,,,116,,0.0,0.0,0,0,1,0,0,0,247,0,204,22490,0,6,0,,0,,,,,,,,,0,,195.4,25,0
COMPONENT2,7,0,1,2,0,0,13,0.0,0,0,2,,,,,,6,,0.0,1.0,0,20,0,0,2,0,246,0,1,8060,0,2,0,,0,0.0,0.0,1.0,6.0,6.0,25.0,299.0,2908.0,0,,62.7,315,0
COMPONENT3,5,0,0,0,0,0,7,,0,1,1,,,,,,82,,0.0,11.0,1,8,2,0,0,1,1120,2,66,32306,2,2,2,,0,,,,,,,,,0,,343.9,41,0
COMPONENT3,8,0,1,130,0,0,3543,0.0,0,1,218,,,,,,385,,0.0,1.0,0,11,3,2,0,0,792,1,85,5418,0,46,3,,0,,,,,,,,,0,,109.4,896,0
COMPONENT3,3,0,1,0,0,0,24,0.0,0,2,0,,,,,,102,,0.0,1.0,0,0,2,0,3,0,234,0,94,17530,0,7,0,,0,,,,,,,,,0,,143.1,7,0
COMPONENT3,9,0,493,4,6,0,392,,1,4,87,,,,,,334,,0.0,4.0,0,4,6,1,2,2,998,2,346,30573,1,4,1,,0,,,,,,,,,0,,187.7,77,1
COMPONENT3,4,0,1,0,0,0,84,0.0,0,0,9,,,,,,61,,0.0,1.0,0,0,0,1,3,0,214,0,59,11930,0,4,0,,0,,,,,,,,,0,,152.5,43,0
COMPONENT3,5,0,6,7,0,0,846,0.0,0,1,1,,,,,,195,,0.0,,0,5,2,0,0,1,2458,1,8097,33212,1,14,0,,0,,,,,,,,,0,,165.4,32,1
COMPONENT2,12,0,2,1,0,0,3053,0.0,0,0,4,,,,,,8,,0.0,1.0,0,0,0,0,0,0,329,0,12,4559,0,0,0,,0,0.0,1.0,2.0,2.0,2.0,7.0,77.0,1187.0,0,,59.2,464,0
COMPONENT2,74,0,0,5,0,0,78,0.0,0,2,10,,,,,,2,,0.0,,0,4,0,0,0,0,273,0,15,3560,0,1,0,,0,2.0,2.0,5.0,11.0,24.0,86.0,4163.0,29746.0,0,,58.3,284,0
COMPONENT4,2,0,2,120,4,0,3380,0.0,0,0,98,,,,,,8,,0.0,0.0,1,8,0,1,15,0,1119,0,10,5996,0,2,0,,0,,,,,,,,,0,,64.3,1083,0
COMPONENT3,36,0,3,131,0,0,44,0.0,0,10,3,,,,,,930,,0.0,3.0,0,12,9,3,2,3,484,1,1179,23340,0,213,0,,3,,,,,,,,,0,,148.0,30,0
COMPONENT1,5,0,1,4,0,0,14,0.0,0,2,2,13.0,8.0,13.0,21.0,8.9,18,3.5,0.0,3.0,0,273,1,106,1,0,540,4,28,2733,0,4,0,0.8,0,,,,,,,,,0,10.7,71.8,695,0
COMPONENT3,6,0,1,2,0,0,3085,0.0,0,0,0,,,,,,107,,0.0,0.0,0,1,1,3,2,0,2334,0,58,33540,0,2,0,,0,,,,,,,,,0,,140.2,8,0
COMPONENT1,17,0,2,3,0,0,3201,0.0,0,2,2,13.0,6.0,10.0,19.0,8.1,30,0.0,0.0,3.0,0,10,0,5,6,0,1021,0,5,4655,0,6,0,1.1,0,,,,,,,,,0,13.3,97.5,1204,0
COMPONENT3,5,0,2,21,0,0,138,0.0,0,0,24,,,,,,107,,0.0,2.0,0,7,2,1,1,0,1011,0,76,3623,0,10,1,,0,,,,,,,,,0,,62.0,1171,0
COMPONENT3,7,0,6,97,0,0,2248,0.0,0,4,7,,,,,,514,,0.0,,0,4,5,7,1,0,2319,2,258,29892,2,5,1,,0,,,,,,,,,0,,135.8,103,0
COMPONENT3,2,0,5,18,2,0,3428,0.0,0,2,1,,,,,,290,,0.0,1.0,0,4,7,8,0,2,754,25,84,18250,8,8,0,,0,,,,,,,,,0,,126.2,82,0
COMPONENT4,8,0,1,17,1,0,135,0.0,0,0,283,,,,,,15,,0.0,1.0,0,11,0,4,14,0,1075,0,25,8525,0,3,0,,0,,,,,,,,,0,,66.3,1131,0
COMPONENT3,5,0,9,10,5,0,2458,0.0,0,1,14,,,,,,207,,0.0,0.0,0,6,2,6,2,0,944,0,579,7649,0,7,0,,0,,,,,,,,,0,,57.2,1127,0
COMPONENT3,5,0,0,32,0,0,366,0.0,0,0,7,,,,,,37,,0.0,1.0,0,1,0,0,1,0,981,0,31,20720,0,0,0,,0,,,,,,,,,0,,124.3,12,0
COMPONENT2,2,0,0,8,1,0,16,,0,0,158,,,,,,9,,0.0,1.0,0,1,0,0,0,0,458,1,17,2625,0,0,1,,0,0.0,0.0,0.0,6.0,7.0,,,,0,,46.4,575,0
COMPONENT3,2,0,0,25,0,0,4,0.0,0,0,2,,,,,,29,,0.0,1.0,0,0,0,10,0,0,995,0,165,21240,0,3,0,,0,,,,,,,,,0,,133.7,75,0
COMPONENT3,3,0,4,28,4,0,1489,0.0,0,0,0,,,,,,53,,0.0,0.0,0,0,0,2,2,0,2232,0,74,26420,0,12,0,,0,,,,,,,,,0,,183.3,12,0
COMPONENT3,17,0,1,0,1,0,24,0.0,0,2,1,,,,,,172,,0.0,2.0,0,2,2,0,17,0,781,0,247,23650,0,7,0,,0,,,,,,,,,0,,128.7,23,0
COMPONENT1,2,0,2,6,0,0,55,0.0,0,2,5,12.0,5.0,9.0,16.0,8.7,19,0.0,0.0,20.0,0,11,0,2,9,0,878,1,12,4264,0,9,2,0.1,0,,,,,,,,,0,13.4,99.4,1046,0
COMPONENT1,4,0,0,3,0,0,30,0.0,0,0,2,16.0,7.0,16.0,20.0,9.1,8,0.0,0.0,2.0,0,11,0,248,3,0,1096,1,19,4590,0,3,0,0.0,0,,,,,,,,,0,13.1,102.1,1277,0
COMPONENT2,3,0,1,82,63,0,13,0.0,0,0,6,,,,,,5,,0.0,1.0,0,13,0,0,0,0,354,0,14,4434,0,3,0,,0,0.0,0.0,0.0,18.0,45.0,262.0,4033.0,11212.0,0,,55.4,410,0
COMPONENT2,6,0,1,16,0,0,118,0.0,0,0,5,,,,,,13,,0.0,0.0,0,17,0,2,0,0,492,0,26,8748,0,2,0,,0,0.0,0.0,1.0,1.0,2.0,6.0,977.0,19451.0,0,,43.5,656,0
COMPONENT3,2,0,1,108,0,0,3424,0.0,0,12,22,,,,,,733,,0.0,,0,4,5,0,4,3,617,0,520,23980,0,106,3,,2,,,,,,,,,0,,128.5,55,0
COMPONENT1,9,0,3,124,1,0,3445,,0,1,3,18.0,8.0,14.0,21.0,10.5,18,0.0,0.0,13.0,0,11,1,99,1,0,1123,4,25,7903,2,8,1,0.5,0,,,,,,,,,0,14.9,110.4,1399,0
COMPONENT3,6,0,75,3,0,0,2911,0.0,0,0,0,,,,,,83,,0.0,,0,0,7,7,0,0,1995,0,703,26698,4,9,0,,0,,,,,,,,,0,,145.0,38,1
COMPONENT1,6,0,5,12,0,0,3567,,0,3,23,10.0,5.0,10.0,17.0,7.2,29,0.0,0.0,6.0,0,19,2,2,3,1,960,9,11,4476,1,15,17,0.1,0,,,,,,,,,0,12.5,93.4,1195,0
COMPONENT3,2,0,3,85,1,0,3077,0.0,0,2,4,,,,,,115,,0.0,2.0,0,13,2,4,0,0,1158,0,104,4979,0,27,0,,0,,,,,,,,,0,,50.1,1312,0
COMPONENT1,3,0,0,111,0,0,3318,0.0,0,2,4,12.0,7.0,10.0,19.0,8.1,34,0.0,0.0,3.0,0,13,0,1,2,0,821,0,5,4240,0,4,1,1.3,0,,,,,,,,,0,13.2,96.5,1050,0
