AL,ANONYMOUS_1,CA,B,ZN,P,MO,FTBN,S,PQINDEX,FE,MG,V40,V100,FH2O,NA,K,SOOTPERCENTAGE,ANONYMOUS_2,CU,Y_LABEL
2,1181,2816,1,1094,913,2,10.0,11450,10,21,10,96.6,13.6,13.0,3,0.0,0.2,200,11,0
2,1741,2986,385,946,802,2,6.6,12790,23,27,8,98.6,14.0,29.0,7,4.0,0.9,200,5,0
6,2061,22,26,1279,1083,230,9.7,4171,13,4,12,117.0,14.3,15.0,3,2.0,0.0,200,5,0
0,4486,61,0,1272,1083,4,7.2,6505,14,26,254,89.8,13.0,14.0,2,1.0,0.9,200,2,1
1,1207,1981,25,1067,900,0,7.9,4065,6,7,13,97.9,13.4,9.0,4,2.0,0.1,407,0,0
3,7255,3630,4,1280,1257,6,9.5,6592,16,9,21,97.8,13.5,15.0,1,2.0,0.3,281,1,0
6,2256,3727,52,912,900,33,9.0,2523,6,39,9,103.4,13.7,22.0,7,0.0,3.6,439,2,0
1,1338,3030,96,1369,1149,15,10.8,10700,10,16,28,150.8,16.1,18.0,2,3.0,0.0,538,15,0
5,2442,2854,110,1533,1240,129,9.9,8510,25,34,17,99.5,14.0,17.0,3,2.0,1.1,200,7,0
47,1168,145,3,931,804,2,8.3,3735,19,24,12,98.3,13.3,16.0,4,4.0,0.2,368,10,0
4,1880,3199,1,1104,1005,4,8.9,3496,21,62,221,83.2,12.5,14.0,1,7.0,1.0,200,33,0
0,2739,217,43,692,589,5,5.3,8631,17,39,8,102.9,12.6,9.0,1,3.0,0.5,200,2,0
8,1303,18,3,1052,890,155,10.3,4275,8,16,416,121.3,14.7,14.0,3,5.0,0.1,200,4,0
6,1374,3219,163,1384,1154,270,7.4,5149,22,59,14,135.6,16.7,91.0,2,5.0,3.7,200,8,0
188,1319,2224,9,1456,1239,246,9.5,5589,7,25,15,109.9,13.8,14.0,3,3.0,0.5,200,14,1
0,2127,153,20,1312,1102,0,7.8,5699,2,22,246,91.0,13.0,11.0,2,1.0,0.2,200,4,0
3,2083,3415,2,1130,969,45,8.5,5975,16,26,11,95.0,13.4,17.0,0,2.0,0.8,200,2,0
0,3156,3700,3,1314,1042,0,7.5,4252,6,58,20,97.9,13.2,12.0,4,2.0,2.1,240,37,0
3,1000,3262,331,1466,1103,262,8.8,4389,14,38,14,111.7,14.1,17.0,9,4.0,1.1,200,3,1
5,1226,2687,5,1189,1073,5,7.8,4871,1,32,15,98.8,13.0,10.0,5,3.0,0.2,426,13,0
4,4910,61,2,990,875,38,7.4,5634,21,28,11,87.4,13.2,17.0,2,2.0,0.4,200,3,0
1,1739,223,1,1428,1173,236,9.9,5644,8,4,12,114.9,14.3,16.0,2,1.0,0.1,200,0,1
0,1361,136,18,1313,1078,52,6.8,3598,5,48,1019,84.6,13.3,12.0,0,6.0,0.6,1600,14,0
2,5890,20,184,1389,1196,269,9.6,4856,13,6,15,116.7,14.6,20.0,1,4.0,0.0,5100,0,0
3,39411,13,5,1368,1089,235,9.4,4578,7,7,12,113.8,13.9,15.0,1,2.0,0.1,200,1,0
0,1749,157,0,1075,981,42,9.0,8178,6,5,9,99.4,13.4,15.0,2,0.0,0.1,949,2,0
0,2113,85,5,958,843,32,7.4,7654,13,33,10,73.6,10.5,12.0,3,7.0,0.7,200,3,0
3,1571,15,1,1005,852,6,7.2,4380,12,38,20,99.5,13.1,19.0,5,8.0,0.4,200,20,0
3,9268,2505,42,1357,1182,1,8.9,6608,16,21,267,97.3,13.7,17.0,0,2.0,0.7,200,1,1
2,2735,62,1,1200,1041,38,7.3,5683,17,20,12,107.8,14.2,13.0,4,3.0,0.3,1950,2,0
1,1749,545,22,1163,1018,0,10.3,6060,6,13,10,92.9,13.2,12.0,3,3.0,0.9,200,1,0
1,6000,231,1,1333,1117,234,9.3,4622,0,8,13,120.3,14.5,15.0,2,7.0,0.3,200,3,0
2,2849,56,4,1191,1046,61,8.2,8741,11,21,15,108.2,14.8,21.0,2,2.0,1.0,200,5,0
0,2428,19,0,1161,1023,1,8.1,4483,16,14,15,101.3,13.7,10.0,2,2.0,0.4,1600,2,0
4,3437,3378,532,1113,841,42,8.5,7032,6,12,10,99.3,13.3,13.0,6,1.0,0.3,542,1,0
2,2520,6,191,980,862,41,7.4,5797,15,14,9,75.5,11.2,15.0,3,3.0,0.4,200,0,0
3,1697,2747,346,1015,815,5,8.8,3213,13,38,13,88.0,13.1,11.0,5,5.0,0.4,375,33,0
0,8861,5,3,1410,1235,279,7.5,4994,22,50,11,118.5,14.8,23.0,0,3.0,2.5,200,4,0
7,1358,19,1,1201,1050,2,9.3,4478,15,43,9,98.6,13.3,11.0,5,16.0,0.1,375,13,0
3,1823,33,0,1248,1038,2,8.5,11520,10,17,12,91.4,12.8,12.0,4,2.0,0.1,200,1,0
7,2430,2774,201,1469,1163,65,9.2,7294,4,10,12,127.7,16.1,17.0,3,0.0,0.4,200,3,0
3,2754,33,2,1173,949,225,9.8,3627,16,11,10,115.9,14.1,15.0,2,16.0,0.3,200,3,0
2,2464,14,3,846,640,73,7.2,7278,15,25,10,110.9,13.3,12.0,0,5.0,0.5,200,3,0
3,5724,50,1,1062,853,0,7.8,4069,6,12,13,106.4,14.2,10.0,2,2.0,0.5,4750,0,0
4,1236,1346,158,1248,1015,1,8.8,6947,3,72,84,102.4,13.9,14.0,3,4.0,1.0,200,2,0
0,1783,189,10,1122,919,38,9.0,10230,26,86,13,109.2,15.3,239.0,2,1.0,4.6,200,4,0
2,4847,140,13,1116,917,2,6.7,4114,6,10,9,101.7,13.5,12.0,5,0.0,0.2,200,4,0
0,3273,58,2,1215,950,0,7.4,10920,2,19,8,108.1,14.6,11.0,1,3.0,0.7,200,2,0
1,2502,27,2,1246,1234,8,9.6,6070,19,13,20,84.9,12.2,15.0,0,2.0,0.0,200,5,0
5,2400,114,5,1520,1132,5,11.1,7827,13,35,17,105.9,13.4,13.0,2,0.0,0.4,1600,8,0
0,1373,63,9,1257,1055,225,9.3,4247,13,28,14,113.7,14.3,14.0,3,2.0,0.7,200,6,0
5,1377,5,0,1091,947,42,8.5,7520,15,11,10,98.1,13.1,15.0,3,5.0,0.2,577,1,0
2,1555,14,3,1326,1025,180,8.2,4644,9,32,14,109.9,14.0,14.0,4,3.0,0.6,200,7,0
2,4542,548,6,1323,1045,2,10.7,9773,8,83,17,98.1,14.0,14.0,5,27.0,0.9,550,10,1
2,1357,12,6,1487,1190,140,9.9,9002,52,54,71,126.7,16.1,19.0,3,5.0,0.7,200,4,0
3,5622,3228,83,1331,1118,50,6.8,3489,6,59,1006,80.3,12.4,15.0,4,8.0,0.8,200,63,0
65,2058,63,3,1233,1112,114,5.0,6480,91,145,12,102.3,13.4,18.0,2,2.0,1.1,200,12,1
1,1709,2567,12,1228,1035,23,7.5,4305,7,38,30,83.3,11.8,13.0,7,6.0,0.3,200,39,0
0,1373,149,17,816,744,49,9.6,6941,7,9,8,101.1,13.3,9.0,0,1.0,0.2,573,1,0
2,2033,2893,11,1002,875,4,8.5,4296,5,12,9,88.3,12.2,8.0,4,2.0,0.4,328,7,0
0,2005,131,20,1062,968,0,8.8,4187,5,2,8,99.0,13.4,10.0,3,0.0,0.0,1205,0,0
17,6019,131,18,1432,1255,59,8.4,8950,38,52,16,134.5,16.1,16.0,3,4.0,1.3,200,3,1
1,7255,15,2,1215,947,0,9.3,4511,10,22,17,89.6,13.4,12.0,1,4.0,0.0,200,9,0
3,2010,5,129,889,755,138,10.2,3207,6,20,349,120.8,14.7,15.0,3,3.0,0.1,200,3,0
0,7705,3267,105,999,840,0,7.6,3943,15,13,9,94.2,12.9,9.0,0,0.0,0.9,200,5,0
2,1699,2930,0,1128,980,3,8.2,4131,5,16,62,98.8,13.4,11.0,0,2.0,0.4,375,2,0
5,1439,3001,108,1343,1094,231,10.3,4251,16,17,10,119.6,14.6,13.0,2,4.0,0.4,200,3,0
3,1403,3009,3,1133,979,51,8.6,10050,33,63,13,94.3,13.4,18.0,2,2.0,1.6,200,5,0
3,2724,5,54,1000,860,38,8.4,6519,12,13,8,107.0,14.8,16.0,3,2.0,0.8,200,4,0
12,3470,18,171,1045,909,177,10.3,3372,7,13,461,114.2,14.0,13.0,2,3.0,0.3,200,1,0
2,2871,38,156,1372,1168,249,9.2,4601,12,19,12,112.0,14.3,14.0,2,4.0,0.4,200,5,0
0,2783,2865,32,1213,936,9,8.0,4284,5,29,21,96.3,13.2,14.0,4,3.0,0.6,200,3,0
0,1357,184,2,1199,1067,44,9.0,8246,21,17,14,95.2,12.8,19.0,2,2.0,0.2,557,3,0
2,3398,3364,9,998,874,0,8.1,3916,14,10,10,93.9,12.9,8.0,3,1.0,0.0,378,1,0
0,2032,30,211,1132,946,4,8.8,9044,18,3,88,99.2,13.4,21.0,7,1.0,0.0,200,1,0
0,1689,102,15,1378,1105,0,7.6,5742,13,32,272,104.4,14.1,12.0,2,1.0,0.6,889,11,0
3,1826,17,19,1076,1002,49,8.1,7537,6,6,7,107.2,14.0,15.0,2,1.0,0.1,550,0,0
2,2353,3217,2,1041,917,39,8.6,8120,9,10,11,104.9,14.5,16.0,6,6.0,0.7,200,3,0
0,2081,44,174,1026,832,171,10.7,3578,8,20,431,120.5,14.6,16.0,4,3.0,0.4,200,3,0
6,4197,3348,405,1238,1053,0,8.4,5680,22,17,247,92.8,13.4,11.0,1,4.0,0.5,200,2,0
1,1718,27,172,1201,1049,0,8.5,4909,5,22,16,101.0,13.4,12.0,4,1.0,0.6,200,3,0
0,8096,117,3,1036,947,42,7.5,5964,13,14,9,89.22,13.0,16.0,2,2.0,0.6,550,1,0
21,3796,21,0,1286,1121,1,9.6,4989,18,15,294,94.6,13.6,17.0,2,2.0,0.3,550,2,1
5,3501,161,17,997,904,42,8.2,9657,23,22,9,102.3,14.0,13.0,2,2.0,0.4,200,1,0
3,1543,3018,434,1055,1054,42,9.7,3913,6,9,15,92.2,13.2,16.0,3,1.0,0.3,368,0,0
33,2012,20,17,1367,1109,2,7.6,6670,0,37,280,106.6,14.2,15.0,3,4.0,0.6,200,10,0
6,1341,3408,108,1143,1024,6,7.2,11200,18,32,136,94.1,13.1,11.0,4,1.0,0.1,200,9,0
4,5575,104,5,1407,1184,3,7.8,6175,22,40,287,98.3,13.7,14.0,18,2.0,0.5,200,6,0
0,2061,2840,2,1162,942,4,8.2,3723,23,41,19,97.5,13.1,11.0,7,5.0,0.1,575,40,0
0,2372,41,1,1163,922,15,8.5,11520,9,16,13,110.2,14.7,12.0,3,0.0,0.4,1600,0,0
663,5153,299,80,1285,1045,246,10.0,4084,9,16,11,111.8,14.0,16.0,1,6.0,0.4,200,2,1
5,1368,3428,389,928,845,41,8.1,7468,7,18,7,86.8,12.5,18.0,4,1.0,0.9,200,4,0
3,8182,3870,1,1413,1184,198,9.0,5334,10,9,16,110.1,13.5,13.0,0,3.0,0.3,7200,1,0
4,1161,2734,9,1198,1039,49,8.8,10300,29,34,9,100.5,13.9,16.0,1,2.0,1.1,375,5,0
3,1715,2499,2,1138,913,2,6.2,10010,16,29,11,89.4,12.8,12.0,8,2.0,0.9,200,2,0
0,2093,74,6,1217,1102,217,8.6,5232,16,10,13,113.6,14.1,13.0,2,4.0,0.1,1293,2,0
2,1670,3515,400,1333,1073,191,10.7,5283,13,23,19,108.2,13.9,19.0,3,6.0,0.6,200,5,0
5,2918,3583,516,1187,1033,1,10.2,7071,15,27,14,93.3,13.2,11.0,3,3.0,0.5,200,6,0
4,1401,2494,2,1090,943,203,9.0,3467,14,10,11,92.0,12.3,9.0,2,0.0,0.0,200,1,0
4,2283,2344,94,1552,1313,274,9.8,5175,3,9,45,112.6,13.9,17.0,5,3.0,0.1,200,6,0
0,2378,31,1,1205,936,7,8.7,4215,10,39,15,100.2,13.5,11.0,4,5.0,0.3,1564,13,0
0,1324,642,33,1257,1010,208,9.5,4102,6,10,550,126.6,15.1,14.0,3,4.0,0.1,524,0,0
5,3455,3582,111,963,862,0,8.5,3610,9,38,10,95.9,13.2,14.0,4,3.0,1.4,200,6,0
1,3067,80,7,1371,1233,0,8.2,6801,12,33,262,95.1,13.3,12.0,3,1.0,0.3,200,15,0
2,2506,14,7,980,855,2,8.4,6936,13,42,10,90.9,13.3,10.0,1,0.0,0.7,200,4,0
4,1104,3117,19,1190,1071,0,8.9,5507,1,13,263,94.9,13.5,16.0,0,3.0,0.4,304,1,0
2,2736,2072,5,1325,1213,5,9.1,6701,5,6,14,112.3,13.7,21.0,3,2.0,0.2,375,0,0
2,2050,2680,1,1150,926,3,8.5,4786,5,16,64,94.7,12.6,14.0,2,2.0,0.3,200,4,0
1,7589,384,42,995,803,154,9.4,4114,5,29,352,115.9,14.5,13.0,4,3.0,0.5,200,10,0
0,4857,44,9,1456,1141,0,8.0,5808,20,22,258,93.1,13.4,12.0,2,1.0,0.4,4050,4,0
0,8567,125,3,1335,951,231,9.2,5142,17,10,14,114.8,14.0,15.0,0,1.0,0.4,7550,0,0
1,3226,13,2,1292,995,5,7.1,11790,24,30,12,104.8,14.0,14.0,6,2.0,0.1,200,21,0
2,5615,22,0,1225,1128,19,7.2,3989,9,20,13,90.6,12.4,13.0,7,0.0,0.1,1532,10,0
1,1393,2798,20,1001,897,0,7.7,4008,11,29,13,91.1,12.4,9.0,3,2.0,0.4,593,6,0
173,1683,13,149,1292,1096,119,7.8,6942,1,9,47,100.9,14.2,12.0,2,1.0,0.3,200,0,1
5,2873,3553,530,1117,844,47,8.6,6402,14,43,15,95.6,13.4,13.0,9,1.0,0.4,200,10,0
0,1732,140,18,1209,962,43,6.5,4709,9,49,829,88.7,13.3,11.0,0,5.0,0.0,932,22,0
6,1353,3103,117,1216,1053,2,8.2,12870,5,13,10,85.1,14.1,12.0,6,2.0,0.1,200,1,0
1,2059,90,6,1103,930,48,7.7,9232,16,37,9,92.1,13.1,16.0,2,3.0,1.3,533,4,0
0,5220,151,28,1075,1001,43,8.2,10100,24,41,11,104.0,13.1,14.0,1,3.0,0.6,200,2,0
6,2799,5,50,1511,1248,217,8.5,8046,13,23,14,105.8,13.7,14.0,0,2.0,0.6,200,10,0
0,7503,18,4,1313,1321,3,8.0,5860,16,83,9,92.9,12.5,17.0,2,2.0,1.0,200,7,0
2,5028,203,2,1068,929,7,7.4,3742,16,37,14,98.5,12.8,10.0,4,2.0,0.2,200,14,0
1,3460,41,2,1378,1101,243,9.3,4666,15,13,16,114.2,13.8,15.0,2,0.0,0.1,200,4,0
24,6267,49,0,1051,860,8,7.7,3601,11,29,13,98.5,12.9,11.0,5,4.0,0.2,200,16,0
2,6453,2289,202,953,806,33,8.0,5538,6,17,16,120.8,12.9,17.0,2,1.0,0.5,200,2,0
4,2244,3250,14,1326,1070,1,10.1,5338,13,72,16,98.1,13.3,15.0,10,9.0,1.2,463,35,0
0,3339,136,13,1196,987,4,8.5,9861,21,33,9,81.69,11.71,13.0,3,3.0,0.2,200,11,0
1,2737,14,186,1174,1060,41,7.9,10240,12,25,11,105.6,13.1,14.0,3,4.0,0.8,200,2,0
3,11170,3573,9,1108,968,17,8.1,5791,8,13,10,97.0,13.2,11.0,4,0.0,0.6,337,0,0
1,2437,2047,2,1407,1097,0,8.3,5737,9,17,289,97.9,12.9,39.0,0,2.0,0.3,410,0,0
2,2007,2771,88,1151,990,4,7.2,10550,15,37,16,106.2,13.0,16.0,2,3.0,1.4,200,9,0
1,2565,3097,420,1185,1019,45,8.1,10370,11,10,10,100.9,14.3,14.0,2,2.0,0.8,200,3,0
4,1910,2574,0,1066,890,3,8.3,3988,8,9,66,97.5,13.4,11.0,0,2.0,0.1,200,2,0
1,1360,170,21,1146,932,1,9.5,6285,9,22,14,91.9,13.3,11.0,5,3.0,0.7,200,3,0
4,1332,2786,64,1272,1105,5,8.7,6252,7,6,245,94.8,13.2,12.0,2,2.0,0.0,200,0,0
2,4050,30,2,1201,967,223,8.2,4135,16,10,10,83.2,11.8,15.0,1,6.0,0.6,200,2,0
2,1190,2982,0,1085,954,0,8.9,3984,14,15,14,87.7,13.2,11.0,7,3.0,0.0,390,9,0
0,4224,9,7,1016,901,3,9.4,6232,15,16,15,94.9,12.8,12.0,0,3.0,0.1,200,2,0
4,1203,3076,0,1487,1230,181,9.2,7311,11,61,39,121.4,15.5,26.0,2,5.0,2.5,200,7,0
0,3928,2,2,1142,997,1,10.4,6726,23,23,12,93.7,13.2,11.0,3,3.0,0.4,200,6,0
0,2045,135,19,1110,906,14,8.0,4233,13,28,34,99.1,13.2,10.0,7,7.0,0.3,200,11,0
2,2130,2683,7,621,525,48,8.1,6476,11,17,8,89.7,11.22,9.0,1,11.0,0.6,200,1,1
1,1507,229,21,982,873,2,8.1,3908,5,19,56,94.5,13.2,10.0,3,2.0,0.5,707,3,0
0,3571,2786,2,1083,881,1,7.0,3957,18,26,11,91.2,12.8,14.0,3,2.0,1.2,200,5,0
0,6282,112,10,1099,860,41,8.0,9137,14,62,9,99.6,12.8,13.0,2,1.0,0.3,375,2,0
2,1532,13,15,1270,1128,222,8.8,4884,7,19,11,115.0,14.1,13.0,4,3.0,0.4,200,1,0
3,1715,1038,9,1086,926,53,7.7,2086,6,8,952,105.4,13.8,11.0,6,0.0,0.1,469,1,0
3,2611,3205,30,1465,1212,72,10.8,9490,9,19,24,106.7,14.1,15.0,1,3.0,0.9,200,7,0
2,2029,196,29,1070,859,0,7.6,4098,11,49,14,98.5,13.6,10.0,6,2.0,0.8,200,2,0
3,1686,24,5,1148,1002,4,9.0,4147,5,17,19,99.9,13.3,10.0,6,4.0,0.0,200,11,0
133,7756,49,0,808,671,114,5.0,5030,49,82,235,115.5,11.1,114.0,12,28.0,0.9,200,9,1
1,2202,61,4,1543,1340,14,11.1,7891,5,27,39,110.6,13.9,15.0,2,8.0,1.2,200,11,0
1,1690,145,16,1259,1054,223,9.3,4177,9,12,9,95.2,14.0,13.0,4,0.0,0.4,890,1,0
3,1387,7,2,1064,886,0,8.8,4003,17,6,9,105.0,14.0,8.0,4,1.0,0.5,587,0,0
1,1718,165,25,1175,919,44,6.9,3324,6,34,875,86.9,13.3,12.0,1,4.0,0.3,918,23,0
2,1693,132,18,1267,1043,20,9.5,4124,6,47,72,101.5,13.6,15.0,4,4.0,0.4,893,51,0
2,1755,127,18,1420,1274,111,9.9,6030,11,21,15,95.2,14.1,17.0,3,2.0,0.7,955,1,0
1,2050,63,2,1247,970,210,10.3,3824,23,15,12,85.4,12.1,15.0,7,2.0,1.4,550,3,0
0,2004,346,8,1112,964,41,8.8,5922,4,18,13,98.3,13.9,17.0,0,2.0,0.7,504,0,0
2,2508,220,137,897,749,3,7.2,3193,10,42,12,88.6,12.2,10.0,5,3.0,0.4,200,16,0
2,6012,3575,3,1071,932,0,8.1,10300,6,9,26,88.0,12.7,17.0,2,0.0,0.0,200,6,0
4,2236,42,5,1226,1040,64,6.2,3653,5,10,1015,97.4,13.4,12.0,3,0.0,0.3,200,1,0
0,2031,6,198,1419,1246,226,10.1,5857,15,5,24,112.8,14.0,16.0,3,3.0,0.0,200,79,0
2,1000,104,5,1006,927,49,8.1,7621,11,10,13,102.5,14.6,17.0,3,1.0,0.8,200,3,0
67,3656,27,1,1048,913,1,8.2,4664,10,8,10,92.8,12.8,12.0,5,2.0,0.2,389,2,1
7,1708,3166,106,1568,1207,201,8.1,7483,132,231,512,158.8,18.1,35.0,34,13.0,1.4,375,22,0
0,1336,40,0,1076,852,0,7.3,3887,9,27,14,91.9,12.7,11.0,2,2.0,1.1,305,3,0
2,3207,18,53,1335,1194,247,10.3,4919,19,4,14,114.3,14.4,19.0,3,3.0,0.0,200,1,0
1,2378,8,164,1215,959,1,9.1,7565,10,11,12,85.9,12.2,11.0,3,2.0,0.4,200,1,0
242,2438,61,32,1207,1040,0,9.4,5402,2,10,66,92.3,13.6,14.0,5,4.0,0.0,900,61,1
1,2440,62,166,1379,1357,1,9.7,10690,10,9,10,99.3,12.9,12.0,6,3.0,0.3,200,1,0
2,1352,3072,0,1115,964,71,8.0,10860,39,30,16,109.2,13.7,17.0,6,10.0,0.8,200,3,0
8,5027,2858,88,975,833,161,11.0,3687,10,36,477,122.4,14.9,17.0,2,2.0,1.4,200,4,0
4,1228,2881,18,1218,1066,0,9.6,5135,10,11,245,98.2,13.6,12.0,2,1.0,0.1,200,1,0
7,1149,2675,27,983,869,6,8.6,3683,10,6,10,92.3,12.8,17.0,5,58.0,0.0,349,17,0
3,2579,131,18,1376,1261,4,7.0,4747,22,35,16,99.7,12.8,12.0,7,4.0,0.1,200,14,0
2,2453,110,118,1433,1088,200,9.1,5029,6,40,38,112.1,13.9,16.0,1,3.0,0.8,200,19,0
36,1467,64,2,1064,962,44,8.2,8160,10,10,9,90.1,12.8,13.0,1,2.0,0.4,200,1,1
0,2486,31,162,1392,1169,270,9.5,5104,2,8,15,114.8,13.9,17.0,4,4.0,0.1,200,3,0
1,2598,2393,2,1199,969,2,9.0,5030,20,11,250,93.6,13.3,26.0,2,2.0,0.2,396,1,0
0,1714,94,4,717,620,25,5.0,11030,29,56,8,93.6,11.6,11.0,1,2.0,0.5,200,2,0
0,2031,5,169,1153,1012,3,10.2,7930,2,12,15,93.5,13.1,9.0,4,4.0,0.1,200,2,0
4,1888,3833,383,1301,1141,3,8.9,6830,10,5,21,108.8,13.6,16.0,2,3.0,0.2,375,1,0
3,1175,2895,7,1151,1076,19,9.0,8760,11,53,65,90.1,12.6,11.0,5,2.0,0.7,200,7,0
1,2038,19,3,1243,1029,167,9.3,4466,9,34,412,109.9,14.4,13.0,2,7.0,0.9,200,5,0
1,1354,34,0,746,635,51,8.4,6600,1073,1085,11,91.9,11.7,41.0,20,26.0,0.5,554,13,0
1,4219,35,1,1037,794,170,10.2,3832,5,8,455,128.2,15.2,14.0,1,3.0,0.6,200,0,0
0,1201,138,2,1250,999,12,6.4,3726,68,48,212,100.9,13.5,23.0,5,2.0,1.2,401,12,0
2,6756,3105,385,1291,1117,3,8.4,6484,13,9,259,93.8,13.3,15.0,1,3.0,0.2,200,0,0
1,6103,3436,119,1310,1042,0,7.8,4675,17,50,13,96.6,12.8,12.0,1,2.0,1.1,200,6,0
2,1415,3443,116,1183,981,192,10.8,4176,2,22,493,118.5,14.7,17.0,3,3.0,1.4,200,8,0
0,1308,2484,0,1153,1010,148,7.7,6775,6,22,14,108.2,13.6,14.0,1,4.0,0.5,200,5,0
4,1315,1141,3,1164,1042,42,9.3,3165,5,27,862,80.3,12.1,15.0,0,6.0,0.1,515,22,0
4,1357,2337,37,1388,1116,3,9.4,4817,5,65,10,92.8,12.6,11.0,5,4.0,0.8,200,45,0
2,1305,3465,3,1084,923,2,8.9,4499,5,7,43,93.0,12.8,9.0,1,3.0,0.0,334,3,0
5,4381,97,0,1080,866,0,8.1,4202,5,22,10,101.0,13.9,15.0,2,2.0,1.9,704,2,0
3,2058,2278,145,1010,877,36,7.8,5450,6,7,9,113.1,14.7,13.0,3,2.0,0.1,200,2,0
4,2056,2574,61,1402,1080,186,6.6,5002,11,70,144,106.3,13.9,19.0,4,3.0,0.8,200,28,0
33,5998,84,21,1271,1095,15,9.3,6246,6,5,40,136.9,15.3,15.0,1,3.0,0.0,200,0,1
5,1662,2882,94,1018,832,181,9.3,3715,9,17,432,132.5,15.1,14.0,3,2.0,0.5,200,2,0
7,1231,3015,124,1098,948,43,8.5,6424,14,13,8,102.7,13.9,16.0,0,2.0,0.9,431,2,0
2,8483,3543,1,968,868,109,7.6,5755,17,14,13,82.4,11.2,10.0,0,1.0,0.3,7550,1,0
0,1410,1116,3,1265,1089,0,8.2,6263,119,18,249,93.8,13.3,11.0,2,5.0,0.4,610,1,0
86,1781,53,124,1374,1180,0,8.3,6247,17,11,260,89.5,13.0,11.0,1,0.0,0.4,200,0,1
3,2334,2414,132,976,910,3,8.2,4391,8,25,21,102.8,14.1,11.0,4,2.0,0.9,200,3,0
1,6369,46,0,1184,1113,0,9.0,11950,2,27,9,93.1,13.5,10.0,4,2.0,0.6,200,3,0
2,2227,343,16,1138,978,4,8.9,4004,13,9,15,101.6,13.3,14.0,2,0.0,0.1,200,2,0
2,2052,102,14,923,815,33,8.8,8009,21,2,7,106.9,14.8,15.0,0,2.0,0.0,200,0,0
2,1396,3899,2,993,891,5,7.9,3834,33,22,16,99.8,13.0,11.0,2,0.0,0.3,200,3,0
0,8020,57,16,1118,924,0,8.3,4367,8,16,10,88.4,12.4,14.0,4,0.0,0.3,200,0,0
2,3660,2792,275,1053,938,59,6.8,2857,12,7,911,92.6,12.9,12.0,0,2.0,0.2,200,1,0
4,1170,2746,3,1421,1181,253,9.3,4723,12,7,17,122.4,14.7,14.0,1,3.0,0.6,370,0,0
0,3075,65,0,1011,813,0,7.5,4125,13,26,12,94.3,12.9,11.0,3,4.0,0.5,200,6,0
13,1433,284,5,1333,1121,2,9.6,7903,13,35,12,102.3,14.1,12.0,4,2.0,0.8,200,3,0
4,3169,3901,175,1163,964,165,9.1,4414,30,14,13,110.9,13.5,16.0,2,2.0,0.6,200,2,0
0,6136,66,2,1602,1347,241,10.0,5618,4,10,21,113.0,14.1,14.0,4,0.0,0.0,200,43,0
8,1814,163,8,1074,907,50,8.0,6098,13,20,15,87.6,12.5,14.0,0,5.0,0.3,200,14,1
0,1701,64,3,968,866,0,7.9,3474,5,7,10,102.9,13.9,10.0,4,2.0,0.4,200,0,0
6,1190,3069,19,1137,974,44,9.0,5308,47,11,10,95.1,13.1,17.0,3,1.0,0.0,375,3,0
0,1359,129,21,1052,886,0,8.8,4322,5,3,12,102.4,13.7,9.0,3,2.0,0.0,559,0,0
0,5204,172,4,1211,939,26,8.3,4009,8,25,12,84.6,12.1,14.0,4,5.0,0.1,200,47,0
3,3292,3273,13,1086,936,0,8.2,4677,8,9,10,95.0,13.0,10.0,1,2.0,0.1,608,0,0
0,2533,7,0,1278,1057,0,7.6,5012,5,34,14,93.7,12.9,11.0,13,57.0,0.4,200,2,0
6,1548,3031,128,1102,966,57,8.9,10790,8,18,51,103.8,13.8,13.0,3,0.0,0.2,200,5,0
0,1812,126,0,927,838,0,7.9,3502,13,53,42,99.2,13.6,16.0,3,3.0,2.0,1012,6,0
3,7432,393,9,1421,1279,6,9.3,11120,4,5,13,105.4,14.6,12.0,2,2.0,0.0,661,1,0
2,2805,3140,419,1091,928,39,7.6,10160,13,20,9,97.8,14.3,14.0,2,0.0,1.1,200,4,0
0,2041,27,169,1232,1059,4,9.2,5670,18,7,23,109.3,13.9,18.0,1,4.0,0.7,200,1,0
4,1457,6,1,1392,1072,240,9.6,4303,13,10,9,109.6,13.8,15.0,0,4.0,0.1,200,0,0
2,2117,1577,13,990,870,0,8.6,3672,12,4,8,98.1,13.4,10.0,2,0.0,0.0,1317,1,0
2,2082,3007,1,1047,859,0,8.1,4011,5,10,11,102.0,14.0,8.0,2,2.0,0.3,200,0,0
0,3845,2,175,970,860,44,8.1,4460,10,20,12,97.8,13.1,13.0,3,2.0,0.4,200,1,0
39,1498,3355,73,1097,859,172,8.8,3577,11,15,437,118.7,14.4,14.0,3,3.0,0.3,375,6,1
2,7790,153,13,671,560,119,4.7,2821,14,12,7,22.8,5.2,11.0,3,2.0,0.2,200,1,0
3,2242,2971,147,969,847,0,7.8,4056,7,8,10,96.9,13.3,10.0,4,5.0,0.6,304,1,0
6,1698,2982,139,1038,980,42,8.1,9123,7,26,16,100.9,14.1,38.0,2,3.0,0.6,200,3,0
0,2046,26,14,1197,1115,57,9.2,3645,17,25,21,104.5,13.8,19.0,42,2.0,0.4,200,4,0
4,2432,2824,19,1454,1179,257,9.2,4992,6,19,18,116.8,14.2,14.0,4,3.0,0.3,200,2,0
0,1359,240,15,979,908,45,9.1,3583,700,210,8,107.9,14.5,17.0,0,4.0,0.9,559,6,0
