CA,ANONYMOUS_1,AL,PQINDEX,P,FE,V40,ZN,B,S,SI,MO,NA,CU,ANONYMOUS_2,BA,MG,K,CR,MN,Y_LABEL
145,1338,25,103,794,153,147.8,27,3,19520,4,0,1,26,200,1,3,2.0,1,2,0
3311,1714,6,428,1051,1115,127.4,120,61,19340,185,2,2,245,200,0,1,6.0,11,8,0
150,1342,1,754,470,449,155.6,14,21,18320,9,0,17,22,542,0,2,9.0,6,5,0
220,1692,3,5975,972,342,126.4,12,5,18250,21,0,2,11,550,2,2,0.0,5,4,0
39,5962,0,146,966,135,138.8,20,1,19460,33,0,7,1,200,0,0,1.0,2,2,0
12,2110,2,1358,217,790,167.0,25,24,20240,233,2,4,3,200,0,3,10.0,5,8,0
14,2591,2,89,900,62,131.7,10,186,19550,3,0,2,0,200,2,2,3.0,0,0,0
2904,3452,3,814,177,855,122.3,74,0,5314,7,0,0,116,200,0,0,1.0,14,11,0
75,2354,1,37,1453,106,134.2,11,77,24090,2,0,0,5,200,3,0,0.0,2,2,0
3069,4131,4,68,211,50,189.2,28,173,20550,3,0,0,0,200,0,0,0.0,0,0,0
3941,5743,2,41,638,91,142.2,16,3,23960,1,0,3,0,393,0,2,2.0,0,2,0
98,1401,1,680,2042,474,164.8,59,9,26140,7,0,4,69,200,1,93,2.0,6,7,0
2822,1713,8,38,1069,53,133.2,12,127,21870,1,0,2,3,403,0,1,0.0,0,0,0
2415,2065,3,108,1036,53,136.8,66,33,22610,1,7,0,25,200,0,2,0.0,1,0,0
21,1786,1,55,810,42,134.5,47,7,17610,0,0,0,5,200,2,0,0.0,0,0,0
48,2210,0,47,1078,150,69.3,997,2,9500,30,2,6,370,200,0,12,3.0,1,1,0
57,1375,2,120,965,79,131.4,16,161,18550,5,1,2,0,200,0,1,15.0,1,0,0
57,7389,4,6,563,73,131.8,12,8,24620,3,0,0,2,200,2,0,0.0,0,0,1
12,2085,4,66,981,45,129.0,22,134,19220,1,0,0,21,200,0,2,1.0,1,0,0
23,2068,0,238,2141,186,128.4,45,186,23840,2,1,5,0,1268,0,3,2.0,1,2,0
37,1356,1,13392,267,116,183.3,27,3,7360,17,0,4,5,556,8,1,2.0,2,4,1
2657,4512,6,302,301,371,183.0,71,310,16070,9,0,2,47,200,0,3,0.0,7,5,1
3175,2143,3,557,184,385,150.7,69,136,6295,8,0,2,97,466,0,2,2.0,8,8,0
3361,3100,5,146,2254,214,131.4,103,149,34730,8,3,6,2,200,0,3,1.0,2,3,0
1100,1342,6,6541,846,299,99.1,624,33,7749,10,0,5,7,200,0,6,1.0,5,4,0
51,2438,0,31,1231,22,55.8,1491,3,3314,13,0,26,2,550,0,14,1.0,0,8,0
2697,1555,11,206,2248,185,148.8,29,185,26820,5,0,0,4,200,0,0,0.0,2,1,0
2884,3632,6,57,790,30,133.4,102,203,14750,0,16,0,0,200,0,0,0.0,0,0,0
3205,1738,9,125,1095,37,130.7,10,118,18600,0,0,0,0,200,0,3,1.0,0,0,0
3190,1682,3,59,2005,145,149.2,24,1,24230,3,0,2,16,375,0,2,0.0,3,2,0
143,2136,177,8776,1114,1485,126.3,19,2,19460,612,1,16,14,200,1,19,32.0,16,14,1
3160,3831,1,118,244,95,151.9,35,387,19260,3,0,5,22,200,0,1,3.0,2,2,0
20,1632,19,143,966,80,130.5,24,0,20220,1,1,2,13,200,5,1,2.0,2,1,0
38,2571,2,61,2318,756,137.2,72,4,29380,9,7,2,7,550,1,2,1.0,6,7,0
108,1418,0,209,503,94,126.5,117,15,20930,5,16,0,2,200,0,40,0.0,0,0,0
2191,1560,2,103,1784,159,128.8,52,4,22280,4,6,5,0,200,0,2,3.0,0,9,0
3716,3977,1,56,970,32,119.0,1290,124,3864,64,0,19,7,550,0,10,0.0,0,0,0
183,1702,0,208,1100,153,59.4,1296,10,3876,12,5,18,5,200,0,9,4.0,3,6,0
73,4129,0,256,1208,101,133.9,23,2,15680,13,0,6,0,200,0,2,2.0,1,3,0
204,2422,2,66,599,104,136.4,23,22,29690,6,1,2,1,1622,1,3,0.0,2,1,0
3318,1368,2,63,2016,323,148.3,137,120,21880,4,4,0,59,568,1,0,1.0,4,5,0
15,1342,2,944,404,138,143.9,20,3,14610,5,0,2,1,200,3,2,1.0,2,1,0
3095,2236,2,7081,788,3276,142.2,30,8,20400,1311,0,46,12,200,0,22,56.0,33,35,0
4280,2419,3,335,355,111,142.4,10,402,21640,16,0,1,1,542,0,0,2.0,0,2,0
2642,4892,5,37,992,28,109.7,1205,150,9018,52,0,1,27,200,0,6,1.0,0,0,0
3496,2057,3,1766,934,110,129.1,33,1,18530,2,1,3,3,200,0,3,0.0,2,0,0
43,3794,2,134,828,275,134.6,124,149,17390,5,2,4,70,200,0,0,0.0,5,4,0
147,1403,0,240,515,41,137.0,24,23,21940,3,0,0,0,200,0,0,0.0,2,1,0
3186,1989,1,66,735,32,135.6,32,0,23010,3,0,1,0,200,0,0,0.0,0,0,0
11,1752,0,199,2163,2795,178.8,9,182,32430,22,14,3,3,200,0,0,0.0,9,18,0
3414,4549,3,7,230,13,176.3,32,454,10190,0,0,0,2,200,0,0,0.0,1,0,0
3719,2927,2,82,1263,67,110.2,1407,132,4781,54,0,18,15,587,0,13,1.0,0,2,0
70,2714,1,134,2631,181,130.7,104,4,37550,5,4,8,3,200,0,3,2.0,3,3,0
45,7848,1,410,487,134,125.7,17,1,27190,5,0,2,1,200,0,1,2.0,0,0,0
2238,1342,2,125,1090,99,111.2,1271,6,5352,53,1,0,13,200,2,10,0.0,0,1,0
3149,1207,5,123,229,209,167.9,7,10,12490,61,0,3,0,407,2,3,4.0,0,3,0
2859,1263,3,649,769,258,129.4,31,10,15540,49,0,3,21,200,0,1,23.0,4,3,0
147,3026,2,24,1015,22,129.1,4,20,20020,0,0,2,3,200,0,0,0.0,0,0,0
136,2030,18,134,965,68,106.9,871,1,8259,33,0,4,309,530,0,11,2.0,0,0,0
42,1430,13,245,284,50,150.8,14,1,14520,5,0,0,0,200,7,1,0.0,0,0,0
3632,2736,3,697,210,980,149.4,9,0,22830,553,0,20,3,200,0,199,5.0,34,8,0
3143,1861,0,42,2731,56,140.5,11,104,42130,3,12,2,0,200,0,2,1.0,1,0,0
131,4224,2,580,208,1171,140.6,94,8,5339,17,2,4,136,200,0,0,3.0,19,15,0
69,1697,0,5,529,2,153.0,20,7,15910,0,0,4,0,897,0,0,0.0,0,0,0
45,1306,2,127,195,79,148.0,13,2,15600,3,0,0,0,200,3,1,1.0,2,0,0
2635,5963,2,50,685,68,135.9,19,84,25210,1,0,3,5,200,0,0,1.0,2,0,0
2261,1382,5,104,1146,79,55.7,1414,2,3719,9,2,19,9,582,2,11,1.0,3,3,0
6,1371,3,18,515,16,146.3,30,3,16080,6,0,0,38,441,0,2,0.0,0,0,0
2947,2195,4,11,808,14,139.3,11,59,16280,0,0,0,6,200,0,0,0.0,0,0,0
2761,1202,7,24,2348,1014,148.5,32,5,31580,10,43,2,8,402,5,0,0.0,8,9,0
6,1441,3,7,294,8,148.6,26,2,19810,7,0,0,43,200,0,0,0.0,0,0,0
23,1403,3,414,368,951,127.1,70,3,14540,152,2,11,1,200,1,11,6.0,15,11,0
12,2282,69,1432,674,216,130.7,5,157,14460,14,0,0,0,200,0,2,0.0,2,2,1
2962,2415,11,200,291,108,133.7,16,200,21570,13,0,0,0,200,0,2,0.0,2,1,0
3244,3536,2,76,1074,35,112.7,1329,123,4723,50,0,15,12,601,0,10,0.0,0,0,0
30,3465,19,285,274,74,173.4,44,183,22900,6,0,0,0,200,0,2,1.0,0,0,0
80,2001,1,46,2605,277,146.1,25,4,30880,4,8,2,5,200,1,2,3.0,2,2,0
3600,1000,5,120,743,220,138.5,8,503,32620,5,0,5,0,1775,0,2,2.0,1,4,0
2934,1734,5,87,2527,103,130.5,28,81,32940,3,0,2,1,200,0,0,0.0,0,1,0
21,1356,0,5508,521,779,134.1,13,7,24680,162,0,3,0,200,0,3,15.0,3,6,0
59,3529,462,184,702,150,177.3,85,29,15468,8,28,3,2,200,8,0,9.0,2,19,1
30,1359,0,45,688,40,137.9,10,3,30460,0,0,0,0,559,1,0,0.0,0,0,0
2831,2036,3,893,720,742,176.5,130,185,14610,14,90,3,2,200,0,1,3.0,5,33,0
2984,2579,5,106,525,49,134.4,31,18,22760,3,2,0,0,200,0,0,0.0,0,0,0
4,1364,4,74,940,78,135.6,106,2,21130,2,0,0,182,375,1,1,2.0,2,4,0
126,5221,2,230,159,256,128.8,21,17,13070,29,0,1,0,200,0,0,2.0,2,2,0
82,3647,5,1600,259,160,180.6,33,13,7060,14,0,3,1,200,0,2,2.0,3,2,0
3000,1371,4,13,2440,244,144.0,42,2,34830,1,3,3,7,200,0,0,2.0,1,2,0
3033,2421,7,340,1079,429,58.5,1247,192,9250,14,3,2,3,200,0,7,1.0,6,2,0
79,1418,0,73,555,117,155.6,75,0,12460,12,2,3,0,200,0,0,0.0,2,1,0
133,3436,1,238,848,92,133.0,10,4,17330,18,0,0,0,200,0,0,0.0,0,0,0
140,1676,1,13668,282,60,189.1,27,14,6223,24,0,4,7,876,1,10,5.0,2,3,0
32,6303,0,830,177,1334,139.8,96,12,4394,30,0,3,129,5450,0,5,0.0,22,18,0
158,1720,0,20,1637,26,147.7,11,166,25110,3,0,3,4,200,1,1,0.0,0,0,0
116,2539,2,575,303,278,125.2,33,12,24510,144,3,9,1,1739,0,18,6.0,4,3,0
26,2442,2,122,899,72,134.8,37,82,26540,8,0,0,0,200,0,1,2.0,2,0,0
2023,6129,3,94,824,216,83.1,927,2,4756,4,45,1,50,200,1,52,1.0,1,3,0
180,1705,2,4206,545,491,151.4,24,7,20220,18,0,2,19,550,0,1,2.0,7,7,0
3036,2263,3,390,436,453,172.6,22,4,26950,46,0,10,2,450,0,9,7.0,4,4,0
2286,4486,1,68,2794,1034,142.3,7,13,36190,3,18,3,0,200,0,4,0.0,3,8,0
235,2441,1,85,1143,89,58.2,1310,2,9571,16,2,2,2,200,0,8,1.0,1,1,0
281,2004,3,61,2594,66,134.1,22,8,38820,2,2,3,1,504,0,0,2.0,0,1,0
65,3345,0,71,422,68,155.2,60,1,15980,26,0,4,0,200,0,0,0.0,0,0,0
26,1847,1,84,818,311,127.9,20,174,17370,4,0,2,14,200,0,1,0.0,4,3,0
3359,1494,5,564,537,1095,144.0,101,2,24080,152,12,7,2,200,0,31,7.0,21,11,0
140,1882,0,252,301,226,133.5,109,18,11290,5,0,0,154,1082,1,5,2.0,4,6,0
83,2116,3,6163,2058,211,147.4,21,4,24920,13,0,4,7,564,0,0,2.0,2,4,0
3034,3323,5,1597,437,92,184.0,73,10,16370,7,0,2,0,200,0,1,3.0,1,3,0
428,3511,842,17,300,31,131.4,20,9,20630,9,0,1,9,200,9,2,0.0,0,0,1
100,5043,0,95,1307,71,130.6,34,6,15530,8,0,7,0,200,0,4,2.0,2,3,0
144,1189,0,108,1450,114,143.2,36,19,22790,3,1,0,14,900,0,1,0.0,2,2,0
2825,1702,2,140,1103,214,59.4,1288,324,4346,17,10,20,4,200,0,11,1.0,4,9,0
156,2401,0,710,945,1272,131.1,36,11,19960,416,0,15,7,200,0,40,13.0,15,7,0
227,2010,1,100,996,43,122.7,80,18,18990,4,10,3,1,200,0,29,2.0,0,0,0
71,2033,0,6191,254,191,135.4,16,148,19480,16,0,2,0,407,0,3,1.0,4,4,0
2563,1210,2,75,764,87,130.6,19,30,15350,4,0,4,29,410,3,0,1.0,2,1,0
18,1361,2,52,1060,79,123.7,19,155,20650,2,0,2,10,200,0,0,0.0,1,0,0
6,2031,1,88,352,135,140.0,33,10,18660,3,0,1,41,200,0,0,1.0,3,3,0
32,2108,1,320,594,239,120.8,213,1,21080,28,22,6,0,200,0,4,2.0,2,2,0
168,1460,0,42,524,221,133.5,20,7,30540,5,0,1,14,660,0,1,5.0,2,2,0
3115,4836,1,17,1030,56,135.2,11,416,21710,2,0,0,11,200,1,0,1.0,0,0,0
2539,2416,1,497,1027,804,58.1,1128,3,7682,16,2,2,3,200,0,8,0.0,7,5,0
498,6615,2,179,1126,86,130.3,21,64,18940,2,0,1,15,200,0,0,4.0,1,1,0
20,1171,2,481,2092,953,198.9,53,10,30080,38,0,7,2,371,2,10,6.0,18,12,0
3655,4637,2,1176,183,534,120.6,51,2,4948,8,0,2,87,200,0,1,1.0,11,7,0
57,1690,1,72,968,32,130.1,166,62,19930,1,27,0,0,200,0,2,1.0,0,0,0
104,2737,1,71,207,48,160.5,49,9,10350,8,0,2,3,200,0,3,5.0,0,0,0
30,1382,0,3049,345,2947,194.2,41,4,18890,1215,0,15,19,200,0,35,31.0,35,44,0
142,1335,0,70,319,64,141.8,56,21,24440,4,8,2,0,535,0,1,0.0,0,0,0
31,2469,2,97,2644,101,135.3,24,2,38130,3,23,4,181,200,3,21,1.0,1,0,0
3475,3926,5,1172,854,513,137.0,19,10,18330,137,0,2,2,200,0,6,6.0,5,6,0
208,2092,0,75,407,187,140.1,53,3,15930,2,0,2,76,200,0,1,5.0,4,4,0
4,2766,0,43,2468,107,144.6,46,3,35330,6,7,4,3,200,0,2,1.0,1,1,0
24,1361,0,2992,2471,128,141.4,56,7,33870,16,10,1,7,375,3,2,1.0,2,2,1
24,1739,2,329,317,113,141.8,16,1,21360,18,0,3,2,200,0,1,0.0,1,1,0
3467,4535,3,30,370,32,136.8,21,145,9304,2,0,0,3,200,0,0,0.0,1,0,0
229,1677,2,18,2346,35,143.7,22,6,37690,0,2,1,0,200,1,0,1.0,0,0,0
2700,6519,8,60,275,61,165.4,7,10,11390,13,0,2,0,550,0,1,0.0,0,0,0
2967,3172,2,223,514,104,133.3,30,0,25120,5,2,1,13,200,0,0,0.0,2,2,0
4271,2033,1,94,1249,45,110.0,1378,113,4394,60,0,23,12,498,0,12,0.0,0,3,0
2711,1189,4,53,2283,193,147.7,17,1,27300,3,0,3,7,550,2,1,0.0,1,2,0
3497,2860,0,196,308,116,127.4,11,0,23280,82,0,2,0,835,0,3,3.0,1,1,0
3383,1399,3,173,1185,281,60.7,1092,110,8896,13,1,1,2,599,2,5,1.0,4,2,1
2797,2121,3,248,2238,362,130.8,73,123,28060,49,0,2,66,200,0,42,1.0,3,5,0
10,12421,0,1936,545,195,183.8,77,0,16970,7,4,0,3,1600,0,2,1.0,1,2,0
24,1302,3,180,436,291,154.5,28,74,15500,8,0,2,0,200,11,2,3.0,4,4,0
43,1366,2,178,188,185,145.4,56,0,5946,9,2,1,83,566,7,1,1.0,4,5,0
13,2341,2,71,1109,133,59.9,1394,3,7235,17,3,0,3,550,1,14,2.0,2,2,0
3372,2047,3,149,1113,164,70.4,1270,112,9195,22,6,17,11,200,2,8,2.0,3,3,0
1494,1410,0,1929,1717,145,150.4,27,8,22310,8,1,8,6,610,0,2,2.0,4,4,0
148,7330,0,164,224,31,145.0,23,2,15090,2,0,1,2,200,0,1,0.0,0,0,0
2642,6787,7,833,1236,274,131.7,42,103,15600,18,0,8,4,200,0,3,4.0,3,4,0
2669,1173,3,107,210,130,155.2,13,13,14960,3,1,5,0,200,3,0,0.0,4,2,0
135,1334,3,2401,1130,1456,126.6,22,59,22770,695,1,0,6,360,3,3,10.0,20,19,0
3532,2398,4,347,1039,337,60.2,1215,464,3822,7,2,5,40,375,0,7,3.0,2,10,0
3099,2467,3,373,509,124,148.2,53,151,24210,8,4,2,0,200,0,2,0.0,0,0,0
2979,1168,4,47,984,12,125.1,8,4,18540,0,0,0,3,368,2,0,0.0,0,0,0
295,3842,20,168,168,197,99.5,96,9,13200,45,1,0,0,248,0,0,3.0,1,1,0
11,9710,23,821,427,92,142.3,15,2,14420,2,0,3,1,200,0,1,4.0,0,2,0
2707,1217,5,122,832,67,127.9,17,4,17190,3,0,3,0,417,3,0,3.0,0,0,0
38,2805,69,128,748,108,134.5,70,176,15960,3,0,2,95,200,0,0,1.0,3,3,1
3340,7605,2,50,1162,71,110.8,1322,11,5497,71,0,2,14,505,0,10,0.0,0,0,0
3870,2392,0,417,1103,355,109.1,1451,503,5757,53,6,19,30,484,0,12,3.0,0,20,0
73,2551,1,477,938,42,128.9,38,6,19560,3,5,1,0,200,0,1,7.0,0,0,0
69,3865,6,471,989,112,123.5,48,155,19500,8,6,3,0,200,0,16,1.0,2,1,1
66,7335,5,207,106,138,144.4,12,1,11380,9,0,3,0,200,0,0,0.0,1,0,0
3515,2420,2,70,1176,59,112.7,1336,116,4282,58,0,18,24,564,0,11,0.0,0,0,0
3110,1489,3,91,1875,358,117.4,244,111,21509,8,3,4,119,689,2,3,0.0,1,13,0
488,3123,2,240,136,118,144.7,21,51,15410,8,0,0,1,200,0,2,1.0,0,0,0
102,2638,66,132,885,38,135.7,8,153,21700,0,0,0,2,200,0,0,19.0,0,0,1
3251,2085,5,487,2193,111,144.0,17,134,27350,7,0,3,3,200,0,1,2.0,2,2,0
114,5617,2,289,1023,88,123.7,17,5,20060,0,0,0,26,200,0,1,0.0,2,1,0
75,4136,1,112,2316,37,151.4,19,3,32570,4,1,3,21,200,2,2,2.0,0,1,0
8,8336,0,62,944,126,134.0,26,0,17440,3,0,0,31,200,0,1,0.0,3,2,0
69,2062,0,13214,267,1659,187.5,84,17,7071,334,3,10,88,200,0,11,11.0,35,30,0
3145,2850,0,216,1033,48,133.5,22,7,19890,1,0,2,29,450,0,0,0.0,0,0,0
3273,8704,1,96,935,79,100.8,1304,111,4622,57,0,12,41,550,0,11,4.0,0,0,0
2851,2436,2,44,2266,185,132.1,180,3,29900,10,3,5,7,200,0,0,11.0,1,2,0
140,1683,0,8597,1046,716,125.2,55,17,20500,22,0,0,37,200,0,4,0.0,4,3,0
3586,1519,6,338,732,725,179.3,129,140,16480,14,89,4,1,200,0,0,2.0,5,32,0
139,4871,2,687,255,537,118.3,145,3,4529,6,0,1,239,550,0,5,0.0,11,9,0
285,3074,0,43,216,163,142.2,21,38,19840,3,0,2,1,200,0,2,2.0,1,1,0
11,4219,3,90,322,73,80.2,233,2,16080,4,22,4,4,200,0,269,0.0,1,0,0
1593,2110,3,629,242,400,192.6,90,6,12940,148,5,2,2,200,0,4,4.0,5,4,1
3028,1354,14,138,1197,102,133.8,19,110,20590,19,2,1,0,200,0,3,5.0,3,1,0
2423,2106,7,31,239,106,146.9,21,172,17480,8,0,2,5,200,0,0,1.0,0,0,0
3217,1080,3,654,990,116,62.4,1169,1,3670,6,6,3,12,200,4,9,2.0,1,2,0
3022,2401,5,52,301,871,155.6,15,115,26020,43,2,3,3,200,0,7,2.0,9,5,0
53,1389,0,843,499,408,136.3,35,5,14830,109,0,7,2,589,0,4,10.0,4,5,0
3533,3802,3,30,359,14,141.3,13,460,25820,1,0,0,5,200,0,11,0.0,0,0,0
3436,1883,3,145,971,57,140.9,16,115,19400,3,3,0,0,364,0,3,2.0,2,0,0
3476,3841,3,632,954,120,53.8,1162,441,3827,9,4,19,4,375,0,7,2.0,3,4,0
3082,1905,4,27,314,50,115.5,183,2,11560,1,1,2,24,405,0,2,1.0,1,1,0
138,8436,1,5346,201,1004,151.6,136,5,12430,726,1,26,43,636,0,78,33.0,13,16,0
3597,1374,4,11,1672,97,128.1,72,498,23390,5,4,0,0,200,0,1,0.0,0,1,0
92,2171,219,70,289,65,154.1,100,96,14320,26,0,3,0,200,1,1,1.0,0,0,1
49,5218,1,85,144,68,137.3,49,1,13090,8,4,1,4,200,0,0,0.0,0,0,0
37,3790,0,13,240,16,140.5,75,0,13840,1,0,0,2,200,0,1,0.0,0,0,0
3027,1713,3,316,944,310,47.4,1131,84,5061,8,3,2,4,200,0,6,3.0,4,4,0
81,3378,0,22,1154,27,127.5,15,5,21290,0,0,0,7,200,0,0,0.0,0,0,0
48,1338,0,25,529,70,151.4,15,0,17880,1,0,2,19,200,0,0,0.0,0,0,0
2213,2896,4,10760,431,189,146.1,17,2,21060,87,0,4,0,200,0,11,13.0,2,3,0
67,2488,2,585,1971,772,134.5,83,16,29270,12,0,12,12,200,0,0,1.0,3,8,1
23,2438,3,7,1009,83,124.0,38,169,24130,4,0,2,3,200,0,0,0.0,0,0,0
3400,1533,5,442,511,196,133.7,39,444,12790,4,0,6,1,200,0,3,3.0,2,3,0
235,1704,0,285,1009,171,126.3,28,12,19600,14,0,6,15,200,2,1,5.0,2,3,0
3232,4801,2,93,691,36,142.5,8,1,17360,3,0,2,0,200,0,0,0.0,0,0,0
2609,5330,0,40,935,62,83.0,1075,3,4526,10,1,3,15,200,0,12,0.0,0,0,0
149,3297,0,70,461,42,152.8,22,197,27630,2,0,0,2,200,0,12,0.0,0,0,0
2824,2402,1,3146,1051,258,110.7,1321,4,9246,31,8,1,1,200,0,5,0.0,0,2,0
132,1392,0,143,416,40,143.3,50,16,21950,3,0,0,0,592,0,0,1.0,0,0,0
180,1705,2,20,1047,18,129.8,6,8,18570,0,0,0,2,550,1,2,1.0,0,0,0
194,3333,13,361,1210,621,69.1,1430,2,8828,35,16,6,12,200,0,11,0.0,6,10,0
9,1365,0,17,217,87,176.0,20,0,20250,3,0,0,0,252,20,2,0.0,1,3,0
3047,1417,2,97,1060,85,55.7,1247,104,3775,2,0,1,10,467,3,8,0.0,0,1,0
2554,1740,3,1584,1129,2138,71.1,1433,96,10950,37,15,34,158,200,1,14,3.0,4,47,0
1021,2043,3,40,2463,51,140.0,18,2,37820,0,2,2,3,543,0,2,2.0,0,0,0
54,1662,6,39,523,131,158.8,9,0,30350,3,0,2,5,200,0,3,1.0,2,2,1
66,4189,385,1098,432,2082,129.4,15,0,14430,938,1,11,4,545,3,12,14.0,12,12,1
80,2487,2,254,375,33,265.6,55,6,20140,4,1,1,0,1687,0,0,3.0,0,0,0
3261,1189,5,743,1038,91,57.7,1234,51,3835,7,2,16,3,375,11,8,2.0,1,3,0
3185,1418,4,784,501,1223,192.5,38,0,21130,196,0,4,4,200,0,11,7.0,11,12,0
144,1206,0,557,416,205,133.8,22,21,14960,5,0,4,1,200,1,2,2.0,2,3,0
145,3492,2,45,2208,92,137.5,125,12,30330,8,2,5,7,200,0,2,1.0,1,1,0
118,2410,2,194,2449,272,140.6,29,16,31300,7,2,4,3,1610,0,4,0.0,1,3,0
24,5923,3,94,416,100,135.3,15,170,21860,6,0,0,7,200,0,4,1.0,2,2,0
2178,1000,0,20,228,29,152.6,7,5,14250,7,0,0,0,200,0,1,1.0,0,0,0
25,2243,69,58,259,32,152.9,20,97,14260,2,0,0,0,200,2,9,0.0,0,0,1
257,1724,0,92,1080,51,125.5,74,18,18810,8,10,0,1,924,0,29,1.0,0,0,0
3289,7125,2,129,1055,71,55.3,1144,17,3634,8,0,3,26,725,0,8,0.0,0,2,0
3271,1455,2,49,652,40,137.2,13,106,29700,2,0,4,3,427,1,2,0.0,1,1,0
2531,1181,3,413,1045,59,132.5,6,1,22560,2,0,3,0,381,3,0,1.0,0,0,0
5,1395,0,68,1650,72,199.4,18,19,31870,2,0,2,16,409,0,0,1.0,0,1,0
125,1332,0,610,925,956,157.5,14,27,26750,936,4,6,11,532,0,297,14.0,1084,35,0
3086,1219,10,4580,502,1859,227.8,35,4,23620,452,1,10,5,419,6,43,16.0,14,31,0
2350,2762,1,709,486,261,131.9,25,0,22880,8,0,6,0,387,0,0,0.0,3,3,0
3285,3889,3,6,914,26,134.3,27,447,23370,0,0,0,7,200,0,0,0.0,0,0,0
56,5473,0,54,975,73,131.2,10,2,19140,2,0,2,17,200,0,0,0.0,2,1,0
12,7942,11,3308,154,287,143.6,10,162,19510,186,0,7,1,200,0,69,2.0,10,3,0
2210,4392,3,23,2440,11,165.7,91,2,27270,21,0,4,0,200,0,3,0.0,0,1,0
17,1717,2,353,1118,410,132.9,40,19,21540,9,0,4,22,200,1,2,1.0,6,5,0
75,4523,1,138,531,398,132.5,138,1,16150,6,2,2,7,200,0,4,0.0,4,3,0
3431,1173,9,809,917,121,129.5,20,37,16990,3,1,3,1,373,4,3,1.0,3,2,0
3069,3024,4,134,464,185,156.7,8,148,17270,16,0,2,2,200,0,2,5.0,3,2,0
3698,3844,4,32,2375,87,144.5,25,127,40840,2,6,3,1,385,0,2,0.0,1,1,0
64,2901,1,18,952,20,133.9,17,3,21620,3,0,1,3,200,0,77,1.0,0,0,0
711,2145,17,9,2460,64,140.8,11,21,32430,0,9,0,1,200,0,1,3.0,0,0,0
48,2923,5,149,713,46,264.9,7,121,27310,1,0,2,0,200,0,0,0.0,0,0,0
3194,1407,4,24,2680,25,142.4,5,91,32450,1,2,3,0,200,4,0,0.0,0,0,0
2672,5149,4,164,209,104,156.2,55,365,18900,2,0,1,33,200,0,24,1.0,2,2,0
286,3599,2,2527,328,332,169.4,32,5,17640,13,2,0,1,200,1,1,0.0,2,2,0
1172,1193,6,48,1836,60,135.2,14,0,19210,3,0,8,0,393,8,0,0.0,0,8,0
326,1387,0,290,365,186,149.7,20,156,18250,28,0,0,0,200,0,5,2.0,1,2,0
44,2102,45,284,1678,156,172.1,49,1,26630,14,0,8,87,200,0,0,2.0,2,2,1
14,1698,248,993,249,692,176.9,26,168,6685,418,0,6,5,585,3,9,9.0,11,12,1
3274,2710,4,23,453,31,143.1,20,87,27550,0,0,0,3,200,0,0,0.0,0,0,0
197,2063,2,62,1019,168,126.0,44,3,22700,2,0,1,56,200,0,0,0.0,2,2,0
2845,2124,10,289,923,210,113.4,28,237,26990,25,0,3,1,200,0,1,1.0,2,2,0
3,5193,2,220,1051,232,45.3,1258,0,3694,5,2,4,5,543,0,2,0.0,3,3,1
327,3415,0,21,970,21,131.5,92,166,19440,3,2,0,5,200,0,0,1.0,0,0,0
3191,1385,5,232,1047,23,104.2,1139,310,9711,31,0,2,11,200,1,8,0.0,0,0,0
3489,2073,6,3839,1004,1631,141.3,12,132,22960,2135,3,18,11,200,0,38,99.0,38,31,0
24,2901,1,262,787,34,132.7,5,200,18060,0,0,2,0,200,0,3,0.0,0,0,0
312,2190,1,39,1134,115,121.2,38,200,18060,4,5,0,12,200,0,11,0.0,3,2,0
2705,2414,2,10151,702,594,135.0,8,331,16660,191,0,2,2,200,0,14,5.0,14,5,0
196,1758,1,63,1221,304,136.2,58,6,26420,4,2,2,4,550,1,0,0.0,3,2,0
52,3604,1,495,956,391,125.0,14,227,16620,116,0,5,1,200,0,46,2.0,68,5,0
58,3099,1,258,198,141,144.5,104,0,5474,7,0,3,76,200,0,2,1.0,3,3,0
3409,3875,2,64,2626,149,139.7,32,496,37110,20,0,0,110,200,0,4,1.0,1,2,0
77,1819,83,398,515,171,134.9,31,0,10930,3,0,6,0,200,2,0,0.0,1,3,1
2916,4498,5,36,176,24,138.7,41,380,9976,1,0,0,2,200,0,0,0.0,0,0,0
3051,3381,3,98,838,73,143.5,48,382,20090,5,1,2,0,200,0,2,6.0,0,0,0
19,1439,0,58,744,75,144.7,89,17,20060,3,0,1,14,200,4,0,2.0,0,0,0
2580,1569,5,2785,1266,90,130.4,18,5,21340,4,0,3,2,375,0,0,1.0,2,1,0
3196,2917,5,16394,403,177,157.3,9,166,16980,21,0,9,0,200,0,1,0.0,2,2,0
15,1989,0,88,919,65,131.4,409,1,19150,6,17,2,0,200,0,4,0.0,0,0,0
10,5138,0,8,122,1,153.3,21,0,19060,2,0,0,0,200,0,0,1.0,0,0,0
2372,1805,12,196,2183,190,142.3,20,57,31730,4,0,4,1,200,0,2,1.0,1,4,0
50,2155,3,147,323,210,133.5,97,187,4815,9,0,22,146,200,0,2,2.0,5,5,0
34,3100,4,45,910,30,113.6,1086,4,8257,64,0,0,11,550,0,9,0.0,0,0,0
25,1726,2,2,1014,8,133.5,14,1,21930,0,0,0,2,375,2,0,0.0,0,0,0
3096,1224,5,243,207,503,138.9,62,28,5008,11,0,0,97,424,2,0,0.0,10,7,0
